side,race_id,date,meet,rc_no
api_only,2016-02-12_3_09,2016-02-12,3,9
api_only,2016-02-12_3_10,2016-02-12,3,10
api_only,2016-02-12_3_11,2016-02-12,3,11
api_only,2016-02-13_1_01,2016-02-13,1,1
api_only,2016-02-13_1_02,2016-02-13,1,2
api_only,2016-02-13_1_03,2016-02-13,1,3
api_only,2016-02-13_1_04,2016-02-13,1,4
api_only,2016-02-13_1_05,2016-02-13,1,5
api_only,2016-02-13_1_06,2016-02-13,1,6
api_only,2016-02-13_1_07,2016-02-13,1,7
api_only,2016-02-13_1_08,2016-02-13,1,8
api_only,2016-02-13_1_09,2016-02-13,1,9
api_only,2016-02-13_1_10,2016-02-13,1,10
api_only,2016-02-13_1_11,2016-02-13,1,11
api_only,2016-02-13_1_12,2016-02-13,1,12
api_only,2016-02-13_2_01,2016-02-13,2,1
api_only,2016-02-13_2_02,2016-02-13,2,2
api_only,2016-02-13_2_03,2016-02-13,2,3
api_only,2016-02-13_2_04,2016-02-13,2,4
api_only,2016-02-13_2_05,2016-02-13,2,5
api_only,2016-02-13_2_06,2016-02-13,2,6
api_only,2016-02-13_2_07,2016-02-13,2,7
api_only,2016-02-13_2_08,2016-02-13,2,8
api_only,2016-02-13_2_09,2016-02-13,2,9
api_only,2016-02-14_1_01,2016-02-14,1,1
api_only,2016-02-14_1_02,2016-02-14,1,2
api_only,2016-02-14_1_03,2016-02-14,1,3
api_only,2016-02-14_1_04,2016-02-14,1,4
api_only,2016-02-14_1_05,2016-02-14,1,5
api_only,2016-02-14_1_06,2016-02-14,1,6
api_only,2016-02-14_1_07,2016-02-14,1,7
api_only,2016-02-14_1_08,2016-02-14,1,8
api_only,2016-02-14_1_09,2016-02-14,1,9
api_only,2016-02-14_1_10,2016-02-14,1,10
api_only,2016-02-14_1_11,2016-02-14,1,11
api_only,2016-02-14_3_01,2016-02-14,3,1
api_only,2016-02-14_3_02,2016-02-14,3,2
api_only,2016-02-14_3_03,2016-02-14,3,3
api_only,2016-02-14_3_04,2016-02-14,3,4
api_only,2016-02-14_3_05,2016-02-14,3,5
api_only,2016-02-14_3_06,2016-02-14,3,6
api_only,2016-02-19_2_01,2016-02-19,2,1
api_only,2016-02-19_2_02,2016-02-19,2,2
api_only,2016-02-19_2_03,2016-02-19,2,3
api_only,2016-02-19_2_04,2016-02-19,2,4
api_only,2016-02-19_2_05,2016-02-19,2,5
api_only,2016-02-19_2_06,2016-02-19,2,6
api_only,2016-02-19_2_07,2016-02-19,2,7
api_only,2016-02-19_2_08,2016-02-19,2,8
api_only,2016-02-19_2_09,2016-02-19,2,9
api_only,2016-02-19_3_01,2016-02-19,3,1
api_only,2016-02-19_3_02,2016-02-19,3,2
api_only,2016-02-19_3_03,2016-02-19,3,3
api_only,2016-02-19_3_04,2016-02-19,3,4
api_only,2016-02-19_3_05,2016-02-19,3,5
api_only,2016-02-19_3_06,2016-02-19,3,6
api_only,2016-02-19_3_07,2016-02-19,3,7
api_only,2016-02-19_3_08,2016-02-19,3,8
api_only,2016-02-19_3_09,2016-02-19,3,9
api_only,2016-02-19_3_10,2016-02-19,3,10
api_only,2016-02-19_3_11,2016-02-19,3,11
api_only,2016-02-20_1_01,2016-02-20,1,1
api_only,2016-02-20_1_02,2016-02-20,1,2
api_only,2016-02-20_1_03,2016-02-20,1,3
api_only,2016-02-20_1_04,2016-02-20,1,4
api_only,2016-02-20_1_05,2016-02-20,1,5
api_only,2016-02-20_1_06,2016-02-20,1,6
api_only,2016-02-20_1_07,2016-02-20,1,7
api_only,2016-02-20_1_08,2016-02-20,1,8
api_only,2016-02-20_1_09,2016-02-20,1,9
api_only,2016-02-20_1_10,2016-02-20,1,10
api_only,2016-02-20_1_11,2016-02-20,1,11
api_only,2016-02-20_1_12,2016-02-20,1,12
api_only,2016-02-20_2_01,2016-02-20,2,1
api_only,2016-02-20_2_02,2016-02-20,2,2
api_only,2016-02-20_2_03,2016-02-20,2,3
api_only,2016-02-20_2_04,2016-02-20,2,4
api_only,2016-02-20_2_05,2016-02-20,2,5
api_only,2016-02-20_2_06,2016-02-20,2,6
api_only,2016-02-20_2_07,2016-02-20,2,7
api_only,2016-02-20_2_08,2016-02-20,2,8
api_only,2016-02-20_2_09,2016-02-20,2,9
api_only,2016-02-21_1_01,2016-02-21,1,1
api_only,2016-02-21_1_02,2016-02-21,1,2
api_only,2016-02-21_1_03,2016-02-21,1,3
api_only,2016-02-21_1_04,2016-02-21,1,4
api_only,2016-02-21_1_05,2016-02-21,1,5
api_only,2016-02-21_1_06,2016-02-21,1,6
api_only,2016-02-21_1_07,2016-02-21,1,7
api_only,2016-02-21_1_08,2016-02-21,1,8
api_only,2016-02-21_1_09,2016-02-21,1,9
api_only,2016-02-21_1_10,2016-02-21,1,10
api_only,2016-02-21_1_11,2016-02-21,1,11
api_only,2016-02-21_3_01,2016-02-21,3,1
api_only,2016-02-21_3_02,2016-02-21,3,2
api_only,2016-02-21_3_03,2016-02-21,3,3
api_only,2016-02-21_3_04,2016-02-21,3,4
api_only,2016-02-21_3_05,2016-02-21,3,5
api_only,2016-02-21_3_06,2016-02-21,3,6
api_only,2016-02-26_2_01,2016-02-26,2,1
api_only,2016-02-26_2_02,2016-02-26,2,2
api_only,2016-02-26_2_03,2016-02-26,2,3
api_only,2016-02-26_2_04,2016-02-26,2,4
api_only,2016-02-26_2_05,2016-02-26,2,5
api_only,2016-02-26_2_06,2016-02-26,2,6
api_only,2016-02-26_2_07,2016-02-26,2,7
api_only,2016-02-26_2_08,2016-02-26,2,8
api_only,2016-02-26_2_09,2016-02-26,2,9
api_only,2016-02-26_3_01,2016-02-26,3,1
api_only,2016-02-26_3_02,2016-02-26,3,2
api_only,2016-02-26_3_03,2016-02-26,3,3
api_only,2016-02-26_3_04,2016-02-26,3,4
api_only,2016-02-26_3_05,2016-02-26,3,5
api_only,2016-02-26_3_06,2016-02-26,3,6
api_only,2016-02-26_3_07,2016-02-26,3,7
api_only,2016-02-26_3_08,2016-02-26,3,8
api_only,2016-02-26_3_09,2016-02-26,3,9
api_only,2016-02-26_3_10,2016-02-26,3,10
api_only,2016-02-26_3_11,2016-02-26,3,11
api_only,2016-02-27_1_01,2016-02-27,1,1
api_only,2016-02-27_1_02,2016-02-27,1,2
api_only,2016-02-27_1_03,2016-02-27,1,3
api_only,2016-02-27_1_04,2016-02-27,1,4
api_only,2016-02-27_1_05,2016-02-27,1,5
api_only,2016-02-27_1_06,2016-02-27,1,6
api_only,2016-02-27_1_07,2016-02-27,1,7
api_only,2016-02-27_1_08,2016-02-27,1,8
api_only,2016-02-27_1_09,2016-02-27,1,9
api_only,2016-02-27_1_10,2016-02-27,1,10
api_only,2016-02-27_1_11,2016-02-27,1,11
api_only,2016-02-27_1_12,2016-02-27,1,12
api_only,2016-02-27_2_01,2016-02-27,2,1
api_only,2016-02-27_2_02,2016-02-27,2,2
api_only,2016-02-27_2_03,2016-02-27,2,3
api_only,2016-02-27_2_04,2016-02-27,2,4
api_only,2016-02-27_2_05,2016-02-27,2,5
api_only,2016-02-27_2_06,2016-02-27,2,6
api_only,2016-02-27_2_07,2016-02-27,2,7
api_only,2016-02-27_2_08,2016-02-27,2,8
api_only,2016-02-27_2_09,2016-02-27,2,9
api_only,2016-02-28_1_01,2016-02-28,1,1
api_only,2016-02-28_1_02,2016-02-28,1,2
api_only,2016-02-28_1_03,2016-02-28,1,3
api_only,2016-02-28_1_04,2016-02-28,1,4
api_only,2016-02-28_1_05,2016-02-28,1,5
api_only,2016-02-28_1_06,2016-02-28,1,6
api_only,2016-02-28_1_07,2016-02-28,1,7
api_only,2016-02-28_1_08,2016-02-28,1,8
api_only,2016-02-28_1_09,2016-02-28,1,9
api_only,2016-02-28_1_10,2016-02-28,1,10
api_only,2016-02-28_1_11,2016-02-28,1,11
api_only,2016-02-28_3_01,2016-02-28,3,1
api_only,2016-02-28_3_02,2016-02-28,3,2
api_only,2016-02-28_3_03,2016-02-28,3,3
api_only,2016-02-28_3_04,2016-02-28,3,4
api_only,2016-02-28_3_05,2016-02-28,3,5
api_only,2016-02-28_3_06,2016-02-28,3,6
api_only,2016-03-04_2_01,2016-03-04,2,1
api_only,2016-03-04_2_02,2016-03-04,2,2
api_only,2016-03-04_2_03,2016-03-04,2,3
api_only,2016-03-04_2_04,2016-03-04,2,4
api_only,2016-03-04_2_05,2016-03-04,2,5
api_only,2016-03-04_2_06,2016-03-04,2,6
api_only,2016-03-04_2_07,2016-03-04,2,7
api_only,2016-03-04_2_08,2016-03-04,2,8
api_only,2016-03-04_2_09,2016-03-04,2,9
api_only,2016-03-04_3_01,2016-03-04,3,1
api_only,2016-03-04_3_02,2016-03-04,3,2
api_only,2016-03-04_3_03,2016-03-04,3,3
api_only,2016-03-04_3_04,2016-03-04,3,4
api_only,2016-03-04_3_05,2016-03-04,3,5
api_only,2016-03-04_3_06,2016-03-04,3,6
api_only,2016-03-04_3_07,2016-03-04,3,7
api_only,2016-03-04_3_08,2016-03-04,3,8
api_only,2016-03-04_3_09,2016-03-04,3,9
api_only,2016-03-04_3_10,2016-03-04,3,10
api_only,2016-03-05_1_01,2016-03-05,1,1
api_only,2016-03-05_1_02,2016-03-05,1,2
api_only,2016-03-05_1_03,2016-03-05,1,3
api_only,2016-03-05_1_04,2016-03-05,1,4
api_only,2016-03-05_1_05,2016-03-05,1,5
api_only,2016-03-05_1_06,2016-03-05,1,6
api_only,2016-03-05_1_07,2016-03-05,1,7
api_only,2016-03-05_1_08,2016-03-05,1,8
api_only,2016-03-05_1_09,2016-03-05,1,9
api_only,2016-03-05_1_10,2016-03-05,1,10
api_only,2016-03-05_1_11,2016-03-05,1,11
api_only,2016-03-05_2_01,2016-03-05,2,1
api_only,2016-03-05_2_02,2016-03-05,2,2
api_only,2016-03-05_2_03,2016-03-05,2,3
api_only,2016-03-05_2_04,2016-03-05,2,4
api_only,2016-03-05_2_05,2016-03-05,2,5
api_only,2016-03-05_2_06,2016-03-05,2,6
api_only,2016-03-05_2_07,2016-03-05,2,7
api_only,2016-03-05_2_08,2016-03-05,2,8
api_only,2016-03-05_2_09,2016-03-05,2,9
api_only,2016-03-06_1_01,2016-03-06,1,1
api_only,2016-03-06_1_02,2016-03-06,1,2
api_only,2016-03-06_1_03,2016-03-06,1,3
api_only,2016-03-06_1_04,2016-03-06,1,4
api_only,2016-03-06_1_05,2016-03-06,1,5
api_only,2016-03-06_1_06,2016-03-06,1,6
api_only,2016-03-06_1_07,2016-03-06,1,7
api_only,2016-03-06_1_08,2016-03-06,1,8
api_only,2016-03-06_1_09,2016-03-06,1,9
api_only,2016-03-06_1_10,2016-03-06,1,10
api_only,2016-03-06_1_11,2016-03-06,1,11
api_only,2016-03-06_3_01,2016-03-06,3,1
api_only,2016-03-06_3_02,2016-03-06,3,2
api_only,2016-03-06_3_03,2016-03-06,3,3
api_only,2016-03-06_3_04,2016-03-06,3,4
api_only,2016-03-06_3_05,2016-03-06,3,5
api_only,2016-03-06_3_06,2016-03-06,3,6
api_only,2016-03-11_2_01,2016-03-11,2,1
api_only,2016-03-11_2_02,2016-03-11,2,2
api_only,2016-03-11_2_03,2016-03-11,2,3
api_only,2016-03-11_2_04,2016-03-11,2,4
api_only,2016-03-11_2_05,2016-03-11,2,5
api_only,2016-03-11_2_06,2016-03-11,2,6
api_only,2016-03-11_2_07,2016-03-11,2,7
api_only,2016-03-11_2_08,2016-03-11,2,8
api_only,2016-03-11_2_09,2016-03-11,2,9
api_only,2016-03-11_3_01,2016-03-11,3,1
api_only,2016-03-11_3_02,2016-03-11,3,2
api_only,2016-03-11_3_03,2016-03-11,3,3
api_only,2016-03-11_3_04,2016-03-11,3,4
api_only,2016-03-11_3_05,2016-03-11,3,5
api_only,2016-03-11_3_06,2016-03-11,3,6
api_only,2016-03-11_3_07,2016-03-11,3,7
api_only,2016-03-11_3_08,2016-03-11,3,8
api_only,2016-03-11_3_09,2016-03-11,3,9
api_only,2016-03-11_3_10,2016-03-11,3,10
api_only,2016-03-12_1_01,2016-03-12,1,1
api_only,2016-03-12_1_02,2016-03-12,1,2
api_only,2016-03-12_1_03,2016-03-12,1,3
api_only,2016-03-12_1_04,2016-03-12,1,4
api_only,2016-03-12_1_05,2016-03-12,1,5
api_only,2016-03-12_1_06,2016-03-12,1,6
api_only,2016-03-12_1_07,2016-03-12,1,7
api_only,2016-03-12_1_08,2016-03-12,1,8
api_only,2016-03-12_1_09,2016-03-12,1,9
api_only,2016-03-12_1_10,2016-03-12,1,10
api_only,2016-03-12_1_11,2016-03-12,1,11
api_only,2016-03-12_1_12,2016-03-12,1,12
api_only,2016-03-12_2_01,2016-03-12,2,1
api_only,2016-03-12_2_02,2016-03-12,2,2
api_only,2016-03-12_2_03,2016-03-12,2,3
api_only,2016-03-12_2_04,2016-03-12,2,4
api_only,2016-03-12_2_05,2016-03-12,2,5
api_only,2016-03-12_2_06,2016-03-12,2,6
api_only,2016-03-12_2_07,2016-03-12,2,7
api_only,2016-03-12_2_08,2016-03-12,2,8
api_only,2016-03-12_2_09,2016-03-12,2,9
api_only,2016-03-13_1_01,2016-03-13,1,1
api_only,2016-03-13_1_02,2016-03-13,1,2
api_only,2016-03-13_1_03,2016-03-13,1,3
api_only,2016-03-13_1_04,2016-03-13,1,4
api_only,2016-03-13_1_05,2016-03-13,1,5
api_only,2016-03-13_1_06,2016-03-13,1,6
api_only,2016-03-13_1_07,2016-03-13,1,7
api_only,2016-03-13_1_08,2016-03-13,1,8
