race_id,row,col,exacta,exacta_reverse,quinella_place,verdict
2017-02-10_3_01,12,2,9999.9,9999.9,685.5,bet placed
2017-02-10_3_01,12,7,9999.9,9999.9,1418.5,bet placed
2017-02-10_3_01,12,11,9999.9,9999.9,388.3,bet placed
2017-02-10_3_02,4,9,9999.9,7526.7,668.3,bet placed
2017-02-10_3_02,12,4,9999.9,3806.6,248.1,bet placed
2017-02-10_3_09,2,6,9999.9,9999.9,451.3,bet placed
2017-02-10_3_09,6,2,9999.9,9999.9,451.3,bet placed
2017-02-12_1_04,7,10,9999.9,8189.7,453.2,bet placed
2017-02-17_3_03,8,9,9999.9,8233.1,398.0,bet placed
2017-02-17_3_09,2,5,9999.9,9999.9,371.9,bet placed
2017-02-17_3_09,5,2,9999.9,9999.9,371.9,bet placed
2017-02-17_3_09,12,3,9999.9,8913.2,407.3,bet placed
2017-02-18_1_02,4,10,9999.9,8994.6,522.1,bet placed
2017-02-19_1_03,4,9,9999.9,7926.2,512.5,bet placed
2017-02-19_1_06,3,12,9999.9,6250.8,554.0,bet placed
2017-02-19_1_06,4,5,9999.9,9999.9,594.5,bet placed
2017-02-19_1_06,4,12,9999.9,9999.9,955.2,bet placed
2017-02-19_1_06,5,4,9999.9,9999.9,594.5,bet placed
2017-02-19_1_06,5,12,9999.9,9999.9,409.4,bet placed
2017-02-19_1_06,7,4,9999.9,7983.4,422.9,bet placed
2017-02-19_1_06,12,4,9999.9,9999.9,955.2,bet placed
2017-02-19_1_06,12,5,9999.9,9999.9,409.4,bet placed
2017-02-24_3_01,1,12,9999.9,9999.9,303.9,bet placed
2017-02-24_3_01,3,12,9999.9,9999.9,656.5,bet placed
2017-02-24_3_01,4,12,9999.9,9999.9,399.3,bet placed
2017-02-24_3_01,5,12,9999.9,7506.5,369.7,bet placed
2017-02-24_3_01,7,12,9999.9,3856.3,732.7,bet placed
2017-02-24_3_01,9,12,9999.9,3886.7,209.3,bet placed
2017-02-24_3_01,12,1,9999.9,9999.9,303.9,bet placed
2017-02-24_3_01,12,3,9999.9,9999.9,656.5,bet placed
2017-02-24_3_01,12,4,9999.9,9999.9,399.3,bet placed
2017-02-24_3_08,1,12,9999.9,9653.8,368.9,bet placed
2017-02-24_3_08,8,1,9999.9,8969.2,497.4,bet placed
2017-02-24_3_08,8,12,9999.9,9999.9,384.2,bet placed
2017-02-24_3_08,9,12,9999.9,7331.3,491.9,bet placed
2017-02-24_3_08,12,8,9999.9,9999.9,384.2,bet placed
2017-02-25_1_01,6,9,9999.9,9999.9,569.5,bet placed
2017-02-25_1_01,9,6,9999.9,9999.9,569.5,bet placed
2017-02-25_1_03,1,8,9999.9,7559.6,297.2,bet placed
2017-02-25_1_03,1,9,9999.9,9999.9,438.8,bet placed
2017-02-25_1_03,2,9,9999.9,5026.2,426.5,bet placed
2017-02-25_1_03,2,12,9999.9,8702.8,340.1,bet placed
2017-02-25_1_03,5,9,9999.9,9689.7,346.0,bet placed
2017-02-25_1_03,6,8,9999.9,9999.9,366.1,bet placed
2017-02-25_1_03,6,9,9999.9,9999.9,470.4,bet placed
2017-02-25_1_03,6,12,9999.9,9999.9,263.5,bet placed
2017-02-25_1_03,8,6,9999.9,9999.9,366.1,bet placed
2017-02-25_1_03,8,12,9999.9,9999.9,611.3,bet placed
2017-02-25_1_03,9,1,9999.9,9999.9,438.8,bet placed
2017-02-25_1_03,9,6,9999.9,9999.9,470.4,bet placed
2017-02-25_1_03,9,12,9999.9,9999.9,1913.2,bet placed
2017-02-25_1_03,12,1,9999.9,9928.6,460.1,bet placed
2017-02-25_1_03,12,6,9999.9,9999.9,263.5,bet placed
2017-02-25_1_03,12,8,9999.9,9999.9,611.3,bet placed
2017-02-25_1_03,12,9,9999.9,9999.9,1913.2,bet placed
2017-02-25_1_04,4,12,9999.9,8018.8,406.7,bet placed
2017-02-25_1_04,12,2,9999.9,9286.3,351.8,bet placed
2017-02-26_1_01,5,10,9999.9,9999.9,720.2,bet placed
2017-02-26_1_01,7,10,9999.9,9999.9,875.6,bet placed
2017-02-26_1_01,8,5,9999.9,7003.7,390.2,bet placed
2017-02-26_1_01,8,10,9999.9,6627.9,417.4,bet placed
2017-02-26_1_01,10,5,9999.9,9999.9,720.2,bet placed
2017-02-26_1_01,10,7,9999.9,9999.9,875.6,bet placed
2017-02-26_1_10,4,8,9999.9,9999.9,662.7,bet placed
2017-02-26_1_10,4,11,9999.9,9999.9,459.1,bet placed
2017-02-26_1_10,8,4,9999.9,9999.9,662.7,bet placed
2017-02-26_1_10,11,4,9999.9,9999.9,459.1,bet placed
2017-03-03_3_02,10,2,9999.9,6676.7,225.8,bet placed
2017-03-03_3_03,10,1,9999.9,4408.1,272.4,bet placed
2017-03-03_3_09,2,8,9999.9,9999.9,1219.7,bet placed
2017-03-03_3_09,8,2,9999.9,9999.9,1219.7,bet placed
2017-03-03_3_09,8,11,9999.9,9999.9,1078.3,bet placed
2017-03-03_3_09,8,14,9999.9,9999.9,518.6,bet placed
2017-03-03_3_09,11,8,9999.9,9999.9,1078.3,bet placed
2017-03-03_3_09,14,2,9999.9,7653.9,679.9,bet placed
2017-03-03_3_09,14,8,9999.9,9999.9,518.6,bet placed
2017-03-04_1_02,8,9,9999.9,4925.2,489.7,bet placed
2017-03-04_1_03,1,9,9999.9,9999.9,421.4,bet placed
2017-03-04_1_03,9,1,9999.9,9999.9,421.4,bet placed
2017-03-04_1_10,4,11,9999.9,9999.9,349.3,bet placed
2017-03-04_1_10,11,1,9999.9,9377.7,372.0,bet placed
2017-03-04_1_10,11,4,9999.9,9999.9,349.3,bet placed
2017-03-04_1_10,11,5,9999.9,7912.4,370.3,bet placed
2017-03-04_1_11,12,8,9999.9,6902.2,562.0,bet placed
2017-03-05_1_10,2,9,9999.9,5728.1,390.1,bet placed
2017-03-05_1_10,6,2,9999.9,6886.6,526.7,bet placed
2017-03-05_1_10,6,9,9999.9,6984.7,511.9,bet placed
2017-03-05_1_10,7,3,9999.9,5521.7,312.6,bet placed
2017-03-05_1_10,8,3,9999.9,6935.3,481.4,bet placed
2017-03-05_3_04,5,10,9999.9,3906.7,254.5,bet placed
2017-03-10_3_01,5,9,9999.9,8440.9,316.9,bet placed
2017-03-10_3_01,6,8,9999.9,9999.9,433.0,bet placed
2017-03-10_3_01,6,9,9999.9,9999.9,1429.0,bet placed
2017-03-10_3_01,8,6,9999.9,9999.9,433.0,bet placed
2017-03-10_3_01,8,9,9999.9,8574.9,291.6,bet placed
2017-03-10_3_01,9,6,9999.9,9999.9,1429.0,bet placed
2017-03-10_3_01,9,12,9999.9,8003.2,946.4,bet placed
2017-03-10_3_01,12,6,9999.9,9003.6,1488.6,bet placed
2017-03-10_3_01,12,8,9999.9,8375.5,1058.6,bet placed
2017-03-10_3_04,1,11,9999.9,7043.0,249.7,bet placed
2017-03-10_3_04,2,11,9999.9,9999.9,449.8,bet placed
2017-03-10_3_04,4,11,9999.9,6371.2,284.5,bet placed
2017-03-10_3_04,5,11,9999.9,9999.9,940.1,bet placed
2017-03-10_3_04,8,11,9999.9,9999.9,549.5,bet placed
2017-03-10_3_04,11,2,9999.9,9999.9,449.8,bet placed
2017-03-10_3_04,11,5,9999.9,9999.9,940.1,bet placed
2017-03-10_3_04,11,8,9999.9,9999.9,549.5,bet placed
2017-03-11_1_01,9,4,9999.9,6961.1,377.0,bet placed
2017-03-12_1_10,2,11,9999.9,9999.9,1096.2,bet placed
2017-03-12_1_10,2,14,9999.9,9999.9,933.9,bet placed
2017-03-12_1_10,4,11,9999.9,9999.9,623.6,bet placed
2017-03-12_1_10,4,14,9999.9,9999.9,724.1,bet placed
2017-03-12_1_10,9,2,9999.9,4455.8,526.7,bet placed
2017-03-12_1_10,9,14,9999.9,9360.1,1125.3,bet placed
2017-03-12_1_10,11,2,9999.9,9999.9,1096.2,bet placed
2017-03-12_1_10,11,4,9999.9,9999.9,623.6,bet placed
2017-03-12_1_10,14,2,9999.9,9999.9,933.9,bet placed
2017-03-12_1_10,14,4,9999.9,9999.9,724.1,bet placed
2017-03-17_3_02,4,5,9999.9,5228.0,317.8,bet placed
2017-03-17_3_02,4,10,9999.9,6084.7,391.1,bet placed
2017-03-17_3_02,5,10,9999.9,9999.9,925.8,bet placed
2017-03-17_3_02,10,5,9999.9,9999.9,925.8,bet placed
2017-03-17_3_06,2,12,9999.9,8264.5,551.9,bet placed
2017-03-17_3_06,4,12,9999.9,9999.9,736.2,bet placed
2017-03-17_3_06,11,2,9999.9,5300.6,362.4,bet placed
2017-03-17_3_06,12,4,9999.9,9999.9,736.2,bet placed
2017-03-17_3_08,3,12,9999.9,9999.9,799.9,bet placed
2017-03-17_3_08,5,12,9999.9,6145.6,602.1,bet placed
2017-03-17_3_08,6,12,9999.9,9999.9,1070.9,bet placed
2017-03-17_3_08,12,3,9999.9,9999.9,799.9,bet placed
2017-03-17_3_08,12,6,9999.9,9999.9,1070.9,bet placed
2017-03-17_3_10,2,14,9999.9,4201.6,485.9,bet placed
2017-03-17_3_10,5,14,9999.9,9999.9,569.8,bet placed
2017-03-17_3_10,6,10,9999.9,8889.6,674.0,bet placed
2017-03-17_3_10,6,14,9999.9,9999.9,726.3,bet placed
2017-03-17_3_10,8,14,9999.9,7899.1,1001.3,bet placed
2017-03-17_3_10,14,5,9999.9,9999.9,569.8,bet placed
2017-03-17_3_10,14,6,9999.9,9999.9,726.3,bet placed
2017-03-18_1_06,4,10,9999.9,8914.3,799.9,bet placed
2017-03-18_1_06,10,5,9999.9,8647.3,293.4,bet placed
2017-03-18_1_08,2,11,9999.9,7258.1,479.5,bet placed
2017-03-19_1_01,8,9,9999.9,3884.6,485.6,bet placed
2017-03-19_1_01,9,10,9999.9,9999.9,538.3,bet placed
2017-03-19_1_01,10,3,9999.9,7176.0,562.6,bet placed
2017-03-19_1_01,10,9,9999.9,9999.9,538.3,bet placed
2017-03-19_1_02,2,6,9999.9,9999.9,518.3,bet placed
2017-03-19_1_02,2,8,9999.9,9999.9,580.2,bet placed
2017-03-19_1_02,6,2,9999.9,9999.9,518.3,bet placed
2017-03-19_1_02,8,2,9999.9,9999.9,580.2,bet placed
2017-03-19_1_02,11,2,9999.9,8172.4,646.4,bet placed
2017-03-19_1_02,11,6,9999.9,9106.4,704.5,bet placed
2017-03-19_1_03,2,11,9999.9,9999.9,763.3,bet placed
2017-03-19_1_03,4,11,9999.9,5345.5,409.0,bet placed
2017-03-19_1_03,11,2,9999.9,9999.9,763.3,bet placed
2017-03-19_1_03,12,2,9999.9,6402.4,228.7,bet placed
2017-03-19_1_04,1,7,9999.9,9999.9,1136.2,bet placed
2017-03-19_1_04,1,8,9999.9,9999.9,1023.7,bet placed
2017-03-19_1_04,1,10,9999.9,9999.9,1181.2,bet placed
2017-03-19_1_04,1,11,9999.9,9999.9,658.1,bet placed
2017-03-19_1_04,1,12,9999.9,9999.9,884.3,bet placed
2017-03-19_1_04,2,7,9999.9,7130.9,284.4,bet placed
2017-03-19_1_04,6,1,9999.9,4668.7,435.0,bet placed
2017-03-19_1_04,7,1,9999.9,9999.9,1136.2,bet placed
2017-03-19_1_04,7,10,9999.9,9999.9,535.1,bet placed
2017-03-19_1_04,7,11,9999.9,9999.9,557.5,bet placed
2017-03-19_1_04,8,1,9999.9,9999.9,1023.7,bet placed
2017-03-19_1_04,8,11,9999.9,9999.9,466.2,bet placed
2017-03-19_1_04,10,1,9999.9,9999.9,1181.2,bet placed
2017-03-19_1_04,10,7,9999.9,9999.9,535.1,bet placed
2017-03-19_1_04,11,1,9999.9,9999.9,658.1,bet placed
2017-03-19_1_04,11,7,9999.9,9999.9,557.5,bet placed
2017-03-19_1_04,11,8,9999.9,9999.9,466.2,bet placed
2017-03-19_1_04,12,1,9999.9,9999.9,884.3,bet placed
2017-03-19_1_04,12,7,9999.9,9254.4,325.9,bet placed
2017-03-19_1_06,1,8,9999.9,9999.9,619.7,bet placed
2017-03-19_1_06,8,1,9999.9,9999.9,619.7,bet placed
2017-03-19_3_02,1,9,9999.9,9118.2,541.2,bet placed
2017-03-19_3_03,2,7,9999.9,7048.8,380.4,bet placed
2017-03-19_3_03,6,2,9999.9,4834.5,282.8,bet placed
2017-03-19_3_05,1,5,9999.9,7579.7,369.8,bet placed
2017-03-19_3_06,2,14,9999.9,9999.9,814.4,bet placed
2017-03-19_3_06,7,14,9999.9,4505.2,560.0,bet placed
2017-03-19_3_06,14,2,9999.9,9999.9,814.4,bet placed
2017-03-24_3_01,6,9,9999.9,9999.9,664.3,bet placed
2017-03-24_3_01,8,6,9999.9,8474.7,889.5,bet placed
2017-03-24_3_01,9,6,9999.9,9999.9,664.3,bet placed
2017-03-24_3_01,12,6,9999.9,2684.4,317.2,bet placed
2017-03-24_3_05,3,9,9999.9,8304.9,448.4,bet placed
2017-03-25_1_04,9,3,9999.9,5898.0,403.2,bet placed
2017-03-25_1_08,2,10,9999.9,6044.8,499.6,bet placed
2017-03-25_1_10,3,14,9999.9,9999.9,634.8,bet placed
2017-03-25_1_10,14,3,9999.9,9999.9,634.8,bet placed
2017-03-25_1_11,7,2,9999.9,7251.6,503.3,bet placed
2017-03-26_1_01,12,3,9999.9,8447.2,752.8,bet placed
2017-03-26_1_02,10,3,9999.9,5779.0,200.4,bet placed
2017-03-26_1_04,1,7,9999.9,8728.5,444.3,bet placed
2017-03-26_1_04,1,10,9999.9,9689.1,495.0,bet placed
2017-03-26_1_04,6,10,9999.9,7193.7,395.1,bet placed
2017-03-26_1_04,7,10,9999.9,7956.8,442.0,bet placed
2017-03-26_3_04,1,12,9999.9,9999.9,706.9,bet placed
2017-03-26_3_04,9,1,9999.9,8125.9,320.2,bet placed
2017-03-26_3_04,10,12,9999.9,8125.9,314.3,bet placed
2017-03-26_3_04,12,1,9999.9,9999.9,706.9,bet placed
2017-03-31_3_03,9,2,9999.9,6221.1,570.0,bet placed
2017-04-01_1_09,2,11,9999.9,8686.8,364.7,bet placed
2017-04-01_1_09,6,2,9999.9,8126.9,389.5,bet placed
2017-04-01_1_09,8,2,9999.9,6210.4,554.6,bet placed
2017-04-22_1_05,3,11,9999.9,9999.9,1594.2,bet placed
2017-04-22_1_05,11,3,9999.9,9999.9,1594.2,bet placed
2017-04-22_1_05,11,4,9999.9,7853.0,914.8,bet placed
2017-04-22_1_05,12,3,9999.9,7678.8,568.3,bet placed
2017-04-22_1_05,12,4,9999.9,6497.5,532.7,bet placed
2017-04-30_1_01,5,10,9999.9,9999.9,378.1,bet placed
2017-04-30_1_01,10,5,9999.9,9999.9,378.1,bet placed
2017-05-05_3_02,11,7,9999.9,9639.7,651.3,bet placed
2017-05-05_3_02,11,8,9999.9,9814.2,501.9,bet placed
2017-05-07_3_05,3,14,9999.9,9999.9,1593.1,bet placed
2017-05-07_3_05,14,3,9999.9,9999.9,1593.1,bet placed
2017-05-12_3_01,2,10,9999.9,9999.9,219.3,bet placed
2017-05-12_3_01,4,10,9999.9,9999.9,510.4,bet placed
2017-05-12_3_01,10,2,9999.9,9999.9,219.3,bet placed
2017-05-12_3_01,10,4,9999.9,9999.9,510.4,bet placed
2017-05-19_3_01,6,11,9999.9,3273.5,169.1,bet placed
2017-05-20_1_05,3,12,9999.9,9999.9,839.9,bet placed
2017-05-20_1_05,7,12,9999.9,9758.8,694.6,bet placed
2017-05-20_1_05,12,3,9999.9,9999.9,839.9,bet placed
2017-05-28_1_09,7,3,9999.9,8173.9,298.2,bet placed
2017-06-03_1_02,6,9,9999.9,7054.9,322.3,bet placed
2017-06-03_1_04,2,7,9999.9,9730.2,955.0,bet placed
2017-06-03_1_04,9,7,9999.9,9240.7,514.3,bet placed
2017-06-03_1_04,10,2,9999.9,9730.2,553.2,bet placed
2017-06-03_1_04,10,7,9999.9,9571.8,856.5,bet placed
2017-06-03_1_04,12,7,9999.9,6033.9,487.5,bet placed
2017-06-03_1_10,5,11,9999.9,9999.9,379.8,bet placed
2017-06-03_1_10,5,12,9999.9,9999.9,504.7,bet placed
2017-06-03_1_10,6,11,9999.9,9999.9,686.5,bet placed
2017-06-03_1_10,10,5,9999.9,5020.8,503.7,bet placed
2017-06-03_1_10,11,5,9999.9,9999.9,379.8,bet placed
2017-06-03_1_10,11,6,9999.9,9999.9,686.5,bet placed
2017-06-03_1_10,12,5,9999.9,9999.9,504.7,bet placed
2017-06-09_3_07,3,10,9999.9,9697.4,664.8,bet placed
2017-06-09_3_07,7,2,9999.9,2925.3,217.6,bet placed
2017-06-09_3_07,11,2,9999.9,6223.4,503.3,bet placed
2017-06-11_1_07,1,8,9999.9,7215.6,445.0,bet placed
2017-06-11_3_05,1,8,9999.9,9420.0,710.5,bet placed
2017-06-11_3_05,1,14,9999.9,9999.9,1120.8,bet placed
2017-06-11_3_05,1,15,9999.9,9999.9,812.4,bet placed
2017-06-11_3_05,2,14,9999.9,9999.9,951.8,bet placed
2017-06-11_3_05,4,15,9999.9,9999.9,773.5,bet placed
2017-06-11_3_05,6,14,9999.9,4933.8,388.9,bet placed
2017-06-11_3_05,7,4,9999.9,7651.7,501.5,bet placed
2017-06-11_3_05,7,14,9999.9,9999.9,570.9,bet placed
2017-06-11_3_05,8,4,9999.9,6967.2,502.0,bet placed
2017-06-11_3_05,8,14,9999.9,9999.9,564.4,bet placed
2017-06-11_3_05,12,14,9999.9,7651.7,542.1,bet placed
2017-06-11_3_05,14,1,9999.9,9999.9,1120.8,bet placed
2017-06-11_3_05,14,2,9999.9,9999.9,951.8,bet placed
2017-06-11_3_05,14,7,9999.9,9999.9,570.9,bet placed
2017-06-11_3_05,14,8,9999.9,9999.9,564.4,bet placed
2017-06-11_3_05,15,1,9999.9,9999.9,812.4,bet placed
2017-06-11_3_05,15,4,9999.9,9999.9,773.5,bet placed
2017-06-11_3_05,15,14,9999.9,9564.6,998.5,bet placed
2017-06-11_3_05,16,4,9999.9,5506.9,311.9,bet placed
2017-06-16_3_02,5,9,9999.9,9945.2,895.7,bet placed
2017-06-23_3_02,5,11,9999.9,9379.8,440.3,bet placed
2017-06-23_3_02,6,10,9999.9,9999.9,401.5,bet placed
2017-06-23_3_02,6,11,9999.9,9999.9,891.1,bet placed
2017-06-23_3_02,8,10,9999.9,9999.9,325.2,bet placed
2017-06-23_3_02,8,11,9999.9,9999.9,421.7,bet placed
2017-06-23_3_02,10,6,9999.9,9999.9,401.5,bet placed
2017-06-23_3_02,10,8,9999.9,9999.9,325.2,bet placed
2017-06-23_3_02,11,6,9999.9,9999.9,891.1,bet placed
2017-06-23_3_02,11,8,9999.9,9999.9,421.7,bet placed
2017-07-02_1_03,11,6,9999.9,6659.9,246.9,bet placed
2017-07-08_1_01,1,10,9999.9,6254.7,1082.7,bet placed
2017-07-08_1_01,11,1,9999.9,7365.9,563.9,bet placed
2017-07-15_1_01,4,9,9999.9,9999.9,285.6,bet placed
2017-07-15_1_01,9,3,9999.9,9812.8,678.7,bet placed
2017-07-15_1_01,9,4,9999.9,9999.9,285.6,bet placed
2017-08-12_1_03,4,11,9999.9,8601.5,593.5,bet placed
2017-08-12_1_03,6,11,9999.9,7302.8,331.3,bet placed
2017-08-12_1_03,8,11,9999.9,8287.4,350.7,bet placed
2017-08-13_1_04,1,12,9999.9,8021.3,570.5,bet placed
2017-08-13_1_04,4,12,9999.9,8391.8,678.2,bet placed
2017-08-13_1_04,6,12,9999.9,9999.9,716.3,bet placed
2017-08-13_1_04,12,6,9999.9,9999.9,716.3,bet placed
2017-08-19_1_01,1,11,9999.9,9999.9,869.7,bet placed
2017-08-19_1_01,1,12,9999.9,9999.9,872.1,bet placed
2017-08-19_1_01,8,11,9999.9,9999.9,363.3,bet placed
2017-08-19_1_01,8,12,9999.9,9999.9,450.3,bet placed
2017-08-19_1_01,10,11,9999.9,6770.5,263.3,bet placed
2017-08-19_1_01,11,1,9999.9,9999.9,869.7,bet placed
2017-08-19_1_01,11,8,9999.9,9999.9,363.3,bet placed
2017-08-19_1_01,12,1,9999.9,9999.9,872.1,bet placed
2017-08-19_1_01,12,8,9999.9,9999.9,450.3,bet placed
2017-09-08_3_02,9,12,9999.9,9999.9,548.1,bet placed
2017-09-08_3_02,12,7,9999.9,8228.8,536.4,bet placed
2017-09-08_3_02,12,9,9999.9,9999.9,548.1,bet placed
2017-09-23_1_01,6,4,9999.9,9457.5,305.0,bet placed
2017-09-23_1_01,6,11,9999.9,5901.8,435.9,bet placed
2017-09-23_1_02,4,12,9999.9,6395.1,440.7,bet placed
2017-09-24_1_04,5,11,9999.9,8721.8,755.8,bet placed
2017-09-24_1_04,5,12,9999.9,9657.1,533.5,bet placed
2017-09-24_1_04,8,11,9999.9,7886.9,626.0,bet placed
2017-10-13_3_10,6,12,9999.9,5537.9,480.2,bet placed
2017-10-14_1_02,1,7,9999.9,9999.9,366.4,bet placed
2017-10-14_1_02,7,1,9999.9,9999.9,366.4,bet placed
2017-10-14_1_02,9,1,9999.9,8119.8,1151.4,bet placed
2017-10-14_1_09,12,8,9999.9,9706.7,675.3,bet placed
2017-10-15_1_01,8,11,9999.9,9999.9,865.4,bet placed
2017-10-15_1_01,11,1,9999.9,4899.8,375.5,bet placed
2017-10-15_1_01,11,8,9999.9,9999.9,865.4,bet placed
2017-10-20_3_02,3,12,9999.9,9999.9,783.6,bet placed
2017-10-20_3_02,5,12,9999.9,5559.3,278.8,bet placed
2017-10-20_3_02,7,12,9999.9,7348.2,335.6,bet placed
2017-10-20_3_02,8,12,9999.9,7895.4,422.5,bet placed
2017-10-20_3_02,10,3,9999.9,3701.6,860.5,bet placed
2017-10-20_3_02,11,12,9999.9,5320.2,302.9,bet placed
2017-10-20_3_02,12,3,9999.9,9999.9,783.6,bet placed
2017-10-20_3_02,12,9,9999.9,7459.0,746.1,bet placed
2017-10-20_3_04,5,12,9999.9,9738.8,401.7,bet placed
2017-10-20_3_05,5,12,9999.9,7878.3,453.4,bet placed
2017-10-22_1_02,1,8,9999.9,5172.0,316.6,bet placed
2017-10-22_1_02,1,12,9999.9,4304.6,299.5,bet placed
2017-10-22_1_02,4,8,9999.9,9999.9,729.0,bet placed
2017-10-22_1_02,4,12,9999.9,9999.9,637.3,bet placed
2017-10-22_1_02,5,12,9999.9,9999.9,798.3,bet placed
2017-10-22_1_02,6,8,9999.9,9999.9,533.2,bet placed
2017-10-22_1_02,6,12,9999.9,9999.9,1060.6,bet placed
2017-10-22_1_02,7,12,9999.9,9999.9,574.9,bet placed
2017-10-22_1_02,8,4,9999.9,9999.9,729.0,bet placed
2017-10-22_1_02,8,6,9999.9,9999.9,533.2,bet placed
2017-10-22_1_02,8,11,9999.9,8448.7,716.6,bet placed
2017-10-22_1_02,8,12,9999.9,9999.9,1447.2,bet placed
2017-10-22_1_02,12,4,9999.9,9999.9,637.3,bet placed
2017-10-22_1_02,12,5,9999.9,9999.9,798.3,bet placed
2017-10-22_1_02,12,6,9999.9,9999.9,1060.6,bet placed
2017-10-22_1_02,12,7,9999.9,9999.9,574.9,bet placed
2017-10-22_1_02,12,8,9999.9,9999.9,1447.2,bet placed
2017-10-27_3_03,5,11,9999.9,9861.1,530.9,bet placed
2017-10-27_3_03,6,9,9999.9,7077.3,827.9,bet placed
2017-10-27_3_08,3,11,9999.9,2136.4,178.7,bet placed
2017-10-28_1_02,4,12,9999.9,9999.9,447.6,bet placed
2017-10-28_1_02,7,9,9999.9,9999.9,708.8,bet placed
2017-10-28_1_02,7,12,9999.9,9999.9,651.8,bet placed
2017-10-28_1_02,9,7,9999.9,9999.9,708.8,bet placed
2017-10-28_1_02,9,12,9999.9,9999.9,608.7,bet placed
2017-10-28_1_02,11,4,9999.9,2445.7,181.5,bet placed
2017-10-28_1_02,11,9,9999.9,4092.5,347.9,bet placed
2017-10-28_1_02,12,4,9999.9,9999.9,447.6,bet placed
2017-10-28_1_02,12,7,9999.9,9999.9,651.8,bet placed
2017-10-28_1_02,12,9,9999.9,9999.9,608.7,bet placed
2017-10-28_1_03,6,11,9999.9,9999.9,601.3,bet placed
2017-10-28_1_03,6,12,9999.9,9999.9,531.2,bet placed
2017-10-28_1_03,11,6,9999.9,9999.9,601.3,bet placed
2017-10-28_1_03,12,6,9999.9,9999.9,531.2,bet placed
2017-11-04_1_01,2,5,9999.9,9999.9,1123.1,bet placed
2017-11-04_1_01,2,11,9999.9,9999.9,1134.9,bet placed
2017-11-04_1_01,5,2,9999.9,9999.9,1123.1,bet placed
2017-11-04_1_01,5,11,9999.9,9999.9,481.3,bet placed
2017-11-04_1_01,6,2,9999.9,7391.1,398.6,bet placed
2017-11-04_1_01,7,2,9999.9,3508.9,259.8,bet placed
2017-11-04_1_01,8,2,9999.9,9081.9,859.1,bet placed
2017-11-04_1_01,8,11,9999.9,9999.9,482.4,bet placed
2017-11-04_1_01,10,2,9999.9,3014.2,387.8,bet placed
2017-11-04_1_01,11,2,9999.9,9999.9,1134.9,bet placed
2017-11-04_1_01,11,5,9999.9,9999.9,481.3,bet placed
2017-11-04_1_01,11,8,9999.9,9999.9,482.4,bet placed
2017-11-04_1_02,3,10,9999.9,3527.0,241.7,bet placed
2017-11-04_1_03,3,9,9999.9,9999.9,901.1,bet placed
2017-11-04_1_03,9,3,9999.9,9999.9,901.1,bet placed
2017-11-04_1_03,10,3,9999.9,8212.1,625.0,bet placed
2017-11-04_1_03,10,9,9999.9,7782.9,364.3,bet placed
2017-11-05_1_02,9,11,9999.9,9999.9,462.4,bet placed
2017-11-05_1_02,11,9,9999.9,9999.9,462.4,bet placed
2017-11-05_1_02,12,9,9999.9,3496.7,275.5,bet placed
2017-11-10_3_07,2,11,9999.9,9999.9,707.9,bet placed
2017-11-10_3_07,6,11,9999.9,5956.4,335.7,bet placed
2017-11-10_3_07,11,2,9999.9,9999.9,707.9,bet placed
2017-11-11_1_01,3,7,9999.9,9787.3,472.0,bet placed
2017-11-11_1_01,4,12,9999.9,8030.6,392.9,bet placed
2017-11-11_1_05,8,1,9999.9,9112.0,388.1,bet placed
2017-11-17_3_01,10,2,9999.9,8270.7,217.0,bet placed
2017-11-18_1_01,6,9,9999.9,5540.5,532.1,bet placed
2017-11-18_1_02,9,6,9999.9,8964.5,507.5,bet placed
2017-11-18_1_03,8,9,9999.9,9999.9,690.2,bet placed
2017-11-18_1_03,9,8,9999.9,9999.9,690.2,bet placed
2017-11-18_1_03,9,11,9999.9,6449.6,312.8,bet placed
2017-11-19_1_01,5,11,9999.9,9999.9,463.6,bet placed
2017-11-19_1_01,5,12,9999.9,9113.6,303.9,bet placed
2017-11-19_1_01,11,5,9999.9,9999.9,463.6,bet placed
2017-11-19_1_01,12,11,9999.9,9041.9,250.2,bet placed
2017-11-19_1_06,1,12,9999.9,8165.0,247.9,bet placed
2017-11-24_2_01,7,10,9999.9,6952.9,437.9,bet placed
2017-11-24_3_01,9,3,9999.9,6854.4,483.5,bet placed
2017-11-24_3_02,6,8,9999.9,5468.2,315.0,bet placed
2017-11-24_3_02,8,10,9999.9,9999.9,426.0,bet placed
2017-11-24_3_02,9,10,9999.9,9999.9,330.7,bet placed
2017-11-24_3_02,10,8,9999.9,9999.9,426.0,bet placed
2017-11-24_3_02,10,9,9999.9,9999.9,330.7,bet placed
2017-11-24_3_02,12,9,9999.9,8998.2,338.2,bet placed
2017-11-24_3_03,4,6,9999.9,7554.5,174.0,bet placed
2017-11-24_3_03,5,6,9999.9,9999.9,767.3,bet placed
2017-11-24_3_03,6,5,9999.9,9999.9,767.3,bet placed
2017-11-24_3_03,6,9,9999.9,9999.9,526.3,bet placed
2017-11-24_3_03,6,10,9999.9,9999.9,930.1,bet placed
2017-11-24_3_03,9,5,9999.9,8347.9,1225.2,bet placed
2017-11-24_3_03,9,6,9999.9,9999.9,526.3,bet placed
2017-11-24_3_03,10,5,9999.9,9095.5,694.8,bet placed
