race_id,row,col,exacta,exacta_reverse,quinella_place,verdict
2016-10-21_3_02,8,12,9999.9,8237.0,276.5,bet placed
2016-10-21_3_02,9,4,9999.9,9999.9,794.0,bet placed
2016-10-21_3_02,9,7,9999.9,9999.9,1020.9,bet placed
2016-10-21_3_02,9,8,9999.9,9041.5,421.1,bet placed
2016-10-21_3_02,9,12,9999.9,9999.9,470.5,bet placed
2016-10-21_3_02,10,4,9999.9,9041.5,251.0,bet placed
2016-10-21_3_02,12,4,9999.9,9999.9,952.8,bet placed
2016-10-21_3_02,12,9,9999.9,9999.9,470.5,bet placed
2016-10-21_3_03,11,6,9999.9,9274.9,770.3,bet placed
2016-10-21_3_04,2,5,9999.9,9999.9,1225.6,bet placed
2016-10-21_3_04,3,5,9999.9,7521.8,633.8,bet placed
2016-10-21_3_04,5,2,9999.9,9999.9,1225.6,bet placed
2016-10-21_3_04,8,2,9999.9,4159.9,139.7,bet placed
2016-10-21_3_04,12,2,9999.9,6148.9,198.5,bet placed
2016-10-22_1_01,4,10,9999.9,7631.7,458.4,bet placed
2016-10-22_1_01,4,11,9999.9,9999.9,314.2,bet placed
2016-10-22_1_01,7,10,9999.9,9999.9,1024.1,bet placed
2016-10-22_1_01,7,11,9999.9,9999.9,1041.6,bet placed
2016-10-22_1_01,7,12,9999.9,9999.9,838.3,bet placed
2016-10-22_1_01,8,11,9999.9,7962.1,555.0,bet placed
2016-10-22_1_01,10,7,9999.9,9999.9,1024.1,bet placed
2016-10-22_1_01,11,4,9999.9,9999.9,314.2,bet placed
2016-10-22_1_01,11,7,9999.9,9999.9,1041.6,bet placed
2016-10-22_1_01,12,7,9999.9,9999.9,838.3,bet placed
2016-10-28_3_01,2,8,9999.9,9999.9,475.0,bet placed
2016-10-28_3_01,2,9,9999.9,9999.9,393.0,bet placed
2016-10-28_3_01,3,9,9999.9,6483.4,375.3,bet placed
2016-10-28_3_01,4,12,9999.9,4766.2,368.4,bet placed
2016-10-28_3_01,8,2,9999.9,9999.9,475.0,bet placed
2016-10-28_3_01,9,2,9999.9,9999.9,393.0,bet placed
2016-10-28_3_01,10,2,9999.9,3555.4,223.2,bet placed
2016-10-28_3_02,4,9,9999.9,9999.9,585.6,bet placed
2016-10-28_3_02,9,4,9999.9,9999.9,585.6,bet placed
2016-10-28_3_02,9,5,9999.9,7223.2,2226.5,bet placed
2016-10-28_3_05,6,9,9999.9,7635.3,799.9,bet placed
2016-10-28_3_05,6,11,9999.9,9999.9,851.9,bet placed
2016-10-28_3_05,6,12,9999.9,3579.4,244.8,bet placed
2016-10-28_3_05,11,6,9999.9,9999.9,851.9,bet placed
2016-10-29_1_02,1,10,9999.9,7914.6,724.8,bet placed
2016-10-29_1_02,5,10,9999.9,9999.9,428.5,bet placed
2016-10-29_1_02,6,10,9999.9,9615.9,680.6,bet placed
2016-10-29_1_02,10,5,9999.9,9999.9,428.5,bet placed
2016-10-29_1_07,12,3,9999.9,9788.7,396.2,bet placed
2016-10-29_2_02,9,3,9999.9,5402.2,470.8,bet placed
2016-10-29_2_03,3,8,9999.9,3564.6,177.3,bet placed
2016-10-30_1_03,1,7,9999.9,9566.6,769.5,bet placed
2016-10-30_1_03,1,10,9999.9,7866.3,386.7,bet placed
2016-10-30_1_03,5,10,9999.9,6665.9,276.1,bet placed
2016-10-30_1_03,6,7,9999.9,8971.9,470.8,bet placed
2016-10-30_1_03,7,10,9999.9,9999.9,614.1,bet placed
2016-10-30_1_03,10,7,9999.9,9999.9,614.1,bet placed
2016-10-30_1_04,10,4,9999.9,8666.1,375.2,bet placed
2016-11-04_2_02,1,8,9999.9,9582.5,192.2,bet placed
2016-11-04_2_08,6,4,9999.9,6907.0,57.2,bet placed
2016-11-04_2_08,6,5,9999.9,2656.5,113.3,bet placed
2016-11-04_2_08,8,7,9999.9,4709.3,76.0,bet placed
2016-11-04_2_08,9,6,9999.9,773.2,12.5,bet placed
2016-11-05_1_03,11,5,9999.9,9919.4,358.7,bet placed
2016-11-05_1_12,1,10,9999.9,4800.6,512.5,bet placed
2016-11-06_1_01,10,2,9999.9,8751.8,276.3,bet placed
2016-11-06_3_05,2,11,9999.9,9999.9,521.4,bet placed
2016-11-06_3_05,3,11,9999.9,7406.0,470.8,bet placed
2016-11-06_3_05,11,2,9999.9,9999.9,521.4,bet placed
2016-11-11_3_04,2,6,9999.9,6188.8,415.1,bet placed
2016-11-11_3_04,2,11,9999.9,9999.9,928.7,bet placed
2016-11-11_3_04,3,11,9999.9,5501.1,350.5,bet placed
2016-11-11_3_04,4,11,9999.9,9999.9,510.0,bet placed
2016-11-11_3_04,6,11,9999.9,9999.9,1482.4,bet placed
2016-11-11_3_04,7,11,9999.9,9999.9,1256.2,bet placed
2016-11-11_3_04,8,11,9999.9,7668.2,385.6,bet placed
2016-11-11_3_04,10,7,9999.9,8076.1,317.8,bet placed
2016-11-11_3_04,11,2,9999.9,9999.9,928.7,bet placed
2016-11-11_3_04,11,4,9999.9,9999.9,510.0,bet placed
2016-11-11_3_04,11,6,9999.9,9999.9,1482.4,bet placed
2016-11-11_3_04,11,7,9999.9,9999.9,1256.2,bet placed
2016-11-12_2_03,3,8,9999.9,5100.9,125.1,bet placed
2016-11-12_2_08,5,10,9999.9,4780.5,82.8,bet placed
2016-11-12_2_09,10,5,9999.9,3349.1,34.3,bet placed
2016-11-13_1_09,4,10,9999.9,9999.9,302.3,bet placed
2016-11-13_1_09,4,11,9999.9,9999.9,645.5,bet placed
2016-11-13_1_09,4,12,9999.9,9999.9,913.3,bet placed
2016-11-13_1_09,5,11,9999.9,9999.9,281.2,bet placed
2016-11-13_1_09,10,4,9999.9,9999.9,302.3,bet placed
2016-11-13_1_09,11,4,9999.9,9999.9,645.5,bet placed
2016-11-13_1_09,11,5,9999.9,9999.9,281.2,bet placed
2016-11-13_1_09,12,4,9999.9,9999.9,913.3,bet placed
2016-11-13_3_01,3,12,9999.9,5334.5,440.8,bet placed
2016-11-13_3_04,1,9,9999.9,9999.9,407.7,bet placed
2016-11-13_3_04,9,1,9999.9,9999.9,407.7,bet placed
2016-11-18_2_02,1,4,9999.9,9999.9,272.7,bet placed
2016-11-18_2_02,1,6,9999.9,9999.9,204.0,bet placed
2016-11-18_2_02,1,7,9999.9,9999.9,959.7,bet placed
2016-11-18_2_02,4,1,9999.9,9999.9,272.7,bet placed
2016-11-18_2_02,6,1,9999.9,9999.9,204.0,bet placed
2016-11-18_2_02,7,1,9999.9,9999.9,959.7,bet placed
2016-11-18_3_01,2,4,9999.9,9999.9,592.8,bet placed
2016-11-18_3_01,2,10,9999.9,9999.9,619.4,bet placed
2016-11-18_3_01,4,2,9999.9,9999.9,592.8,bet placed
2016-11-18_3_01,4,10,9999.9,9999.9,621.6,bet placed
2016-11-18_3_01,7,10,9999.9,9999.9,660.4,bet placed
2016-11-18_3_01,10,2,9999.9,9999.9,619.4,bet placed
2016-11-18_3_01,10,4,9999.9,9999.9,621.6,bet placed
2016-11-18_3_01,10,7,9999.9,9999.9,660.4,bet placed
2016-11-18_3_01,12,4,9999.9,2010.3,145.3,bet placed
2016-11-18_3_03,2,7,9999.9,9999.9,632.8,bet placed
2016-11-18_3_03,7,2,9999.9,9999.9,632.8,bet placed
2016-11-18_3_06,3,7,9999.9,9999.9,595.6,bet placed
2016-11-18_3_06,7,3,9999.9,9999.9,595.6,bet placed
2016-11-18_3_06,11,7,9999.9,2556.1,204.6,bet placed
2016-11-18_3_06,12,7,9999.9,4221.0,238.0,bet placed
2016-11-18_3_10,3,11,9999.9,9999.9,225.4,bet placed
2016-11-18_3_10,5,3,9999.9,8892.1,318.6,bet placed
2016-11-18_3_10,11,3,9999.9,9999.9,225.4,bet placed
2016-11-19_1_01,1,10,9999.9,4015.0,317.5,bet placed
2016-11-19_1_01,2,7,9999.9,9999.9,412.5,bet placed
2016-11-19_1_01,3,8,9999.9,7726.7,448.5,bet placed
2016-11-19_1_01,3,10,9999.9,9999.9,588.4,bet placed
2016-11-19_1_01,5,10,9999.9,9999.9,368.4,bet placed
2016-11-19_1_01,7,2,9999.9,9999.9,412.5,bet placed
2016-11-19_1_01,7,8,9999.9,8692.6,463.1,bet placed
2016-11-19_1_01,7,10,9999.9,9822.1,1075.5,bet placed
2016-11-19_1_01,8,10,9999.9,9999.9,952.6,bet placed
2016-11-19_1_01,10,3,9999.9,9999.9,588.4,bet placed
2016-11-19_1_01,10,5,9999.9,9999.9,368.4,bet placed
2016-11-19_1_01,10,8,9999.9,9999.9,952.6,bet placed
2016-11-19_1_02,5,11,9999.9,8848.5,406.3,bet placed
2016-11-19_1_03,2,3,9999.9,7739.6,460.5,bet placed
2016-11-19_1_05,1,7,9999.9,4369.8,359.2,bet placed
2016-11-19_1_06,2,12,9999.9,5433.0,330.3,bet placed
2016-11-19_1_07,4,1,9999.9,9088.1,410.3,bet placed
2016-11-19_1_07,7,1,9999.9,5526.5,238.9,bet placed
2016-11-19_1_07,8,1,9999.9,9437.6,602.5,bet placed
2016-11-19_2_02,4,8,9999.9,9999.9,136.4,bet placed
2016-11-19_2_02,8,4,9999.9,9999.9,136.4,bet placed
2016-11-19_2_03,5,9,9999.9,9999.9,215.0,bet placed
2016-11-19_2_03,7,9,9999.9,3808.4,130.0,bet placed
2016-11-19_2_03,9,5,9999.9,9999.9,215.0,bet placed
2016-11-19_2_03,10,5,9999.9,4343.5,106.4,bet placed
2016-11-20_1_03,11,5,9999.9,8215.0,334.3,bet placed
2016-11-20_1_04,9,1,9999.9,6290.2,331.2,bet placed
2016-11-20_1_09,5,12,9999.9,9999.9,1075.8,bet placed
2016-11-20_1_09,12,5,9999.9,9999.9,1075.8,bet placed
2016-11-20_1_09,12,7,9999.9,7262.7,370.5,bet placed
2016-11-20_3_05,2,8,9999.9,9999.9,1195.0,bet placed
2016-11-20_3_05,4,8,9999.9,8823.0,663.6,bet placed
2016-11-20_3_05,8,2,9999.9,9999.9,1195.0,bet placed
2016-11-25_2_01,6,10,9999.9,2187.7,38.3,bet placed
2016-11-25_2_01,10,1,9999.9,4746.8,174.5,bet placed
2016-11-25_3_01,1,4,9999.9,9386.4,815.1,bet placed
2016-11-25_3_01,1,5,9999.9,9999.9,159.0,bet placed
2016-11-25_3_01,1,8,9999.9,9999.9,2459.7,bet placed
2016-11-25_3_01,1,10,9999.9,9141.5,210.2,bet placed
2016-11-25_3_01,1,11,9999.9,9999.9,604.3,bet placed
2016-11-25_3_01,4,5,9999.9,9999.9,1593.2,bet placed
2016-11-25_3_01,4,8,9999.9,9999.9,2645.3,bet placed
2016-11-25_3_01,4,11,9999.9,9999.9,1008.7,bet placed
2016-11-25_3_01,5,1,9999.9,9999.9,159.0,bet placed
2016-11-25_3_01,5,4,9999.9,9999.9,1593.2,bet placed
2016-11-25_3_01,8,1,9999.9,9999.9,2459.7,bet placed
2016-11-25_3_01,8,4,9999.9,9999.9,2645.3,bet placed
2016-11-25_3_01,8,10,9999.9,3337.4,325.3,bet placed
2016-11-25_3_01,8,11,9999.9,9999.9,1208.6,bet placed
2016-11-25_3_01,10,5,9999.9,6962.1,289.1,bet placed
2016-11-25_3_01,11,1,9999.9,9999.9,604.3,bet placed
2016-11-25_3_01,11,4,9999.9,9999.9,1008.7,bet placed
2016-11-25_3_01,11,5,9999.9,6410.2,547.7,bet placed
2016-11-25_3_01,11,8,9999.9,9999.9,1208.6,bet placed
2016-11-25_3_01,12,8,9999.9,5256.4,347.0,bet placed
2016-11-25_3_02,2,12,9999.9,6006.2,261.5,bet placed
2016-11-25_3_02,5,12,9999.9,9999.9,743.6,bet placed
2016-11-25_3_02,6,5,9999.9,3885.4,157.8,bet placed
2016-11-25_3_02,7,12,9999.9,9999.9,494.3,bet placed
2016-11-25_3_02,8,5,9999.9,9066.0,548.2,bet placed
2016-11-25_3_02,8,12,9999.9,8953.4,734.0,bet placed
2016-11-25_3_02,9,12,9999.9,9999.9,328.9,bet placed
2016-11-25_3_02,11,5,9999.9,9739.8,791.8,bet placed
2016-11-25_3_02,12,5,9999.9,9999.9,743.6,bet placed
2016-11-25_3_02,12,7,9999.9,9999.9,494.3,bet placed
2016-11-25_3_02,12,9,9999.9,9999.9,328.9,bet placed
2016-11-25_3_03,12,6,9999.9,9263.0,512.6,bet placed
2016-11-26_1_01,1,4,9999.9,8067.6,234.3,bet placed
2016-11-26_1_01,1,9,9999.9,9999.9,877.6,bet placed
2016-11-26_1_01,1,10,9999.9,9999.9,1198.3,bet placed
2016-11-26_1_01,4,7,9999.9,8208.3,529.6,bet placed
2016-11-26_1_01,4,10,9999.9,9999.9,1161.1,bet placed
2016-11-26_1_01,4,11,9999.9,9999.9,357.4,bet placed
2016-11-26_1_01,5,10,9999.9,4317.5,631.6,bet placed
2016-11-26_1_01,6,10,9999.9,3932.7,469.7,bet placed
2016-11-26_1_01,7,1,9999.9,9475.3,469.7,bet placed
2016-11-26_1_01,9,1,9999.9,9999.9,877.6,bet placed
2016-11-26_1_01,10,1,9999.9,9999.9,1198.3,bet placed
2016-11-26_1_01,10,4,9999.9,9999.9,1161.1,bet placed
2016-11-26_1_01,11,1,9999.9,9539.3,231.6,bet placed
2016-11-26_1_01,11,4,9999.9,9999.9,357.4,bet placed
2016-11-26_1_01,11,10,9999.9,6536.2,554.7,bet placed
2016-11-26_1_02,2,8,9999.9,9999.9,1013.4,bet placed
2016-11-26_1_02,2,11,9999.9,9999.9,1017.1,bet placed
2016-11-26_1_02,3,8,9999.9,7035.6,642.1,bet placed
2016-11-26_1_02,3,11,9999.9,9999.9,566.4,bet placed
2016-11-26_1_02,8,2,9999.9,9999.9,1013.4,bet placed
2016-11-26_1_02,8,11,9999.9,9999.9,629.1,bet placed
2016-11-26_1_02,8,12,9999.9,9999.9,372.1,bet placed
2016-11-26_1_02,11,2,9999.9,9999.9,1017.1,bet placed
2016-11-26_1_02,11,3,9999.9,9999.9,566.4,bet placed
2016-11-26_1_02,11,8,9999.9,9999.9,629.1,bet placed
2016-11-26_1_02,12,8,9999.9,9999.9,372.1,bet placed
2016-11-26_1_03,1,9,9999.9,9999.9,932.6,bet placed
2016-11-26_1_03,2,9,9999.9,7164.6,807.7,bet placed
2016-11-26_1_03,6,1,9999.9,9826.7,453.4,bet placed
2016-11-26_1_03,9,1,9999.9,9999.9,932.6,bet placed
2016-11-26_1_04,1,7,9999.9,9999.9,175.5,bet placed
2016-11-26_1_04,7,1,9999.9,9999.9,175.5,bet placed
2016-11-26_1_05,1,9,9999.9,9999.9,465.6,bet placed
2016-11-26_1_05,1,10,9999.9,9999.9,521.3,bet placed
2016-11-26_1_05,1,11,9999.9,9999.9,236.4,bet placed
2016-11-26_1_05,6,9,9999.9,9999.9,433.0,bet placed
2016-11-26_1_05,6,10,9999.9,8454.3,732.2,bet placed
2016-11-26_1_05,7,1,9999.9,7792.5,259.5,bet placed
2016-11-26_1_05,7,9,9999.9,8944.4,202.6,bet placed
2016-11-26_1_05,7,10,9999.9,9999.9,542.9,bet placed
2016-11-26_1_05,7,11,9999.9,9022.9,297.8,bet placed
2016-11-26_1_05,9,1,9999.9,9999.9,465.6,bet placed
2016-11-26_1_05,9,6,9999.9,9999.9,433.0,bet placed
2016-11-26_1_05,10,1,9999.9,9999.9,521.3,bet placed
2016-11-26_1_05,10,7,9999.9,9999.9,542.9,bet placed
2016-11-26_1_05,10,11,9999.9,9999.9,414.7,bet placed
2016-11-26_1_05,11,1,9999.9,9999.9,236.4,bet placed
2016-11-26_1_05,11,9,9999.9,8692.5,528.3,bet placed
2016-11-26_1_05,11,10,9999.9,9999.9,414.7,bet placed
2016-11-26_1_07,3,8,9999.9,5453.1,309.6,bet placed
2016-11-26_1_07,5,8,9999.9,2647.9,136.4,bet placed
2016-11-26_1_07,6,8,9999.9,8514.9,614.4,bet placed
2016-11-26_1_07,6,11,9999.9,9999.9,518.0,bet placed
2016-11-26_1_07,8,11,9999.9,9999.9,568.0,bet placed
2016-11-26_1_07,8,12,9999.9,9999.9,602.5,bet placed
2016-11-26_1_07,11,6,9999.9,9999.9,518.0,bet placed
2016-11-26_1_07,11,8,9999.9,9999.9,568.0,bet placed
2016-11-26_1_07,12,8,9999.9,9999.9,602.5,bet placed
2016-11-26_2_03,2,9,9999.9,9999.9,255.8,bet placed
2016-11-26_2_03,9,2,9999.9,9999.9,255.8,bet placed
2016-11-27_1_01,5,11,9999.9,7296.3,557.8,bet placed
2016-11-27_1_01,11,8,9999.9,9785.2,719.6,bet placed
2016-11-27_1_03,1,8,9999.9,9392.9,287.7,bet placed
2016-11-27_3_01,3,10,9999.9,7428.0,429.6,bet placed
2016-12-02_3_03,5,3,9999.9,8785.8,473.3,bet placed
2016-12-02_3_03,8,5,9999.9,8554.6,552.0,bet placed
2016-12-02_3_04,1,9,9999.9,9999.9,396.0,bet placed
2016-12-02_3_04,9,1,9999.9,9999.9,396.0,bet placed
2016-12-02_3_06,6,2,9999.9,8360.5,350.2,bet placed
2016-12-02_3_06,12,2,9999.9,6420.1,397.8,bet placed
2016-12-04_1_08,9,5,9999.9,6055.9,203.3,bet placed
2016-12-04_1_09,2,14,9999.9,7699.2,1357.9,bet placed
2016-12-04_1_09,5,14,9999.9,5107.1,1209.1,bet placed
2016-12-04_1_09,9,14,9999.9,6769.4,1206.7,bet placed
2016-12-04_1_09,10,14,9999.9,5141.4,1142.1,bet placed
2016-12-04_1_09,12,14,9999.9,7284.4,1292.6,bet placed
2016-12-09_2_02,2,7,9999.9,9999.9,414.4,bet placed
2016-12-09_2_02,7,2,9999.9,9999.9,414.4,bet placed
2016-12-09_3_04,2,11,9999.9,7662.7,201.4,bet placed
2016-12-09_3_04,6,2,9999.9,3170.0,129.5,bet placed
2016-12-09_3_04,8,2,9999.9,2784.7,181.5,bet placed
2016-12-09_3_04,8,11,9999.9,5120.3,350.7,bet placed
2016-12-09_3_04,10,2,9999.9,6172.8,205.1,bet placed
2016-12-09_3_10,1,12,9999.9,8867.3,318.1,bet placed
2016-12-09_3_10,3,12,9999.9,7326.0,323.9,bet placed
2016-12-16_2_01,9,2,9999.9,2575.0,63.7,bet placed
2016-12-16_2_02,10,3,9999.9,8109.6,158.8,bet placed
2016-12-16_3_01,1,8,9999.9,9999.9,973.4,bet placed
2016-12-16_3_01,1,10,9999.9,9273.3,702.4,bet placed
2016-12-16_3_01,1,12,9999.9,9999.9,436.8,bet placed
2016-12-16_3_01,5,12,9999.9,3036.9,218.4,bet placed
2016-12-16_3_01,8,1,9999.9,9999.9,973.4,bet placed
2016-12-16_3_01,8,10,9999.9,9999.9,1084.4,bet placed
2016-12-16_3_01,8,12,9999.9,9999.9,577.7,bet placed
2016-12-16_3_01,10,8,9999.9,9999.9,1084.4,bet placed
2016-12-16_3_01,12,1,9999.9,9999.9,436.8,bet placed
2016-12-16_3_01,12,8,9999.9,9999.9,577.7,bet placed
2016-12-16_3_04,1,6,9999.9,9999.9,525.1,bet placed
2016-12-16_3_04,1,9,9999.9,8307.5,775.8,bet placed
2016-12-16_3_04,1,11,9999.9,9999.9,400.8,bet placed
2016-12-16_3_04,6,1,9999.9,9999.9,525.1,bet placed
2016-12-16_3_04,11,1,9999.9,9999.9,400.8,bet placed
2016-12-17_1_03,3,9,9999.9,6142.0,745.8,bet placed
2016-12-17_1_03,5,6,9999.9,8839.9,506.4,bet placed
2016-12-18_1_01,2,11,9999.9,6904.4,429.0,bet placed
2016-12-18_1_01,4,7,9999.9,7077.5,469.2,bet placed
2016-12-18_1_01,4,11,9999.9,7699.4,487.4,bet placed
2016-12-18_1_01,4,12,9999.9,6634.0,535.4,bet placed
2016-12-18_1_01,7,11,9999.9,9999.9,961.8,bet placed
2016-12-18_1_01,7,12,9999.9,9999.9,741.0,bet placed
2016-12-18_1_01,11,7,9999.9,9999.9,961.8,bet placed
2016-12-18_1_01,12,7,9999.9,9999.9,741.0,bet placed
2016-12-18_1_04,5,8,9999.9,9999.9,518.3,bet placed
2016-12-18_1_04,8,5,9999.9,9999.9,518.3,bet placed
2016-12-18_1_04,10,5,9999.9,8756.4,1116.9,bet placed
2016-12-18_1_09,2,9,9999.9,9231.9,678.5,bet placed
2016-12-18_1_09,2,14,9999.9,7715.7,421.8,bet placed
2016-12-18_1_09,4,11,9999.9,9624.2,322.9,bet placed
2016-12-18_1_09,4,14,9999.9,8173.1,771.5,bet placed
2016-12-18_1_09,4,15,9999.9,9999.9,780.0,bet placed
2016-12-18_1_09,6,9,9999.9,9999.9,666.4,bet placed
2016-12-18_1_09,6,14,9999.9,9999.9,1895.8,bet placed
2016-12-18_1_09,6,15,9999.9,8559.2,584.0,bet placed
2016-12-18_1_09,8,9,9999.9,9999.9,601.4,bet placed
2016-12-18_1_09,8,14,9999.9,9999.9,788.7,bet placed
2016-12-18_1_09,9,6,9999.9,9999.9,666.4,bet placed
2016-12-18_1_09,9,8,9999.9,9999.9,601.4,bet placed
2016-12-18_1_09,9,14,9999.9,9999.9,1492.7,bet placed
2016-12-18_1_09,9,15,9999.9,9999.9,1452.9,bet placed
2016-12-18_1_09,10,14,9999.9,6886.4,427.9,bet placed
2016-12-18_1_09,10,15,9999.9,9999.9,279.3,bet placed
2016-12-18_1_09,11,14,9999.9,9999.9,628.6,bet placed
2016-12-18_1_09,12,14,9999.9,7632.2,539.2,bet placed
2016-12-18_1_09,14,6,9999.9,9999.9,1895.8,bet placed
2016-12-18_1_09,14,8,9999.9,9999.9,788.7,bet placed
2016-12-18_1_09,14,9,9999.9,9999.9,1492.7,bet placed
2016-12-18_1_09,14,11,9999.9,9999.9,628.6,bet placed
2016-12-18_1_09,14,15,9999.9,9999.9,663.3,bet placed
2016-12-18_1_09,15,4,9999.9,9999.9,780.0,bet placed
2016-12-18_1_09,15,9,9999.9,9999.9,1452.9,bet placed
2016-12-18_1_09,15,10,9999.9,9999.9,279.3,bet placed
2016-12-18_1_09,15,14,9999.9,9999.9,663.3,bet placed
2016-12-24_1_01,4,11,9999.9,9999.9,291.1,bet placed
2016-12-24_1_01,11,4,9999.9,9999.9,291.1,bet placed
2016-12-24_1_02,2,10,9999.9,9999.9,713.2,bet placed
2016-12-24_1_02,4,10,9999.9,7006.5,278.4,bet placed
2016-12-24_1_02,4,11,9999.9,8888.8,251.2,bet placed
2016-12-24_1_02,10,2,9999.9,9999.9,713.2,bet placed
2016-12-24_1_08,6,12,9999.9,9999.9,557.0,bet placed
2016-12-24_1_08,12,6,9999.9,9999.9,557.0,bet placed
2016-12-30_3_01,12,9,9999.9,5686.2,428.2,bet placed
2017-01-06_3_02,4,12,9999.9,9999.9,461.8,bet placed
2017-01-06_3_02,5,12,9999.9,9999.9,470.7,bet placed
2017-01-06_3_02,7,4,9999.9,7815.7,447.9,bet placed
2017-01-06_3_02,7,10,9999.9,9999.9,268.2,bet placed
2017-01-06_3_02,10,4,9999.9,8328.9,338.5,bet placed
2017-01-06_3_02,10,5,9999.9,8204.5,375.1,bet placed
2017-01-06_3_02,10,7,9999.9,9999.9,268.2,bet placed
2017-01-06_3_02,12,4,9999.9,9999.9,461.8,bet placed
2017-01-06_3_02,12,5,9999.9,9999.9,470.7,bet placed
2017-01-06_3_02,12,7,9999.9,9700.7,565.4,bet placed
2017-01-06_3_04,5,12,9999.9,9999.9,225.5,bet placed
2017-01-06_3_04,10,5,9999.9,9731.8,343.8,bet placed
2017-01-06_3_04,12,5,9999.9,9999.9,225.5,bet placed
2017-01-06_3_09,2,11,9999.9,9502.9,304.8,bet placed
2017-01-06_3_09,3,11,9999.9,9999.9,411.6,bet placed
2017-01-06_3_09,3,12,9999.9,9999.9,469.5,bet placed
2017-01-06_3_09,4,11,9999.9,6155.3,356.3,bet placed
2017-01-06_3_09,9,3,9999.9,9103.6,302.6,bet placed
2017-01-06_3_09,9,11,9999.9,7812.5,244.4,bet placed
2017-01-06_3_09,9,12,9999.9,8689.8,320.0,bet placed
2017-01-06_3_09,11,3,9999.9,9999.9,411.6,bet placed
2017-01-06_3_09,11,12,9999.9,6592.3,336.7,bet placed
2017-01-06_3_09,12,3,9999.9,9999.9,469.5,bet placed
2017-01-06_3_10,2,12,9999.9,9999.9,783.6,bet placed
2017-01-06_3_10,3,12,9999.9,5645.6,293.8,bet placed
2017-01-06_3_10,9,12,9999.9,6242.4,301.0,bet placed
2017-01-06_3_10,12,2,9999.9,9999.9,783.6,bet placed
2017-01-06_3_10,12,6,9999.9,8840.3,443.9,bet placed
2017-01-06_3_13,2,10,9999.9,9999.9,260.5,bet placed
2017-01-06_3_13,10,2,9999.9,9999.9,260.5,bet placed
2017-01-07_1_02,1,10,9999.9,9999.9,505.6,bet placed
2017-01-07_1_02,10,1,9999.9,9999.9,505.6,bet placed
2017-01-07_1_03,3,6,9999.9,9999.9,494.9,bet placed
2017-01-07_1_03,3,8,9999.9,9999.9,247.8,bet placed
2017-01-07_1_03,6,3,9999.9,9999.9,494.9,bet placed
2017-01-07_1_03,8,3,9999.9,9999.9,247.8,bet placed
2017-01-07_1_04,2,11,9999.9,8883.2,429.6,bet placed
2017-01-07_1_04,3,11,9999.9,3855.5,152.7,bet placed
2017-01-13_2_01,3,6,9999.9,9505.7,94.1,bet placed
2017-01-13_2_02,5,2,9999.9,2889.0,287.2,bet placed
2017-01-13_3_03,10,1,9999.9,9948.5,684.3,bet placed
2017-01-14_1_01,10,2,9999.9,5238.8,389.2,bet placed
2017-01-20_3_01,4,10,9999.9,9999.9,503.8,bet placed
2017-01-20_3_01,4,12,9999.9,9999.9,556.9,bet placed
2017-01-20_3_01,5,12,9999.9,5021.2,268.9,bet placed
2017-01-20_3_01,10,4,9999.9,9999.9,503.8,bet placed
2017-01-20_3_01,10,12,9999.9,9999.9,610.8,bet placed
2017-01-20_3_01,12,4,9999.9,9999.9,556.9,bet placed
2017-01-20_3_01,12,10,9999.9,9999.9,610.8,bet placed
2017-01-21_2_08,4,7,9999.9,7791.9,44.0,bet placed
2017-02-03_2_02,1,5,9999.9,4983.4,106.6,bet placed
2017-02-03_3_01,5,10,9999.9,9999.9,996.1,bet placed
2017-02-03_3_01,10,5,9999.9,9999.9,996.1,bet placed
2017-02-05_1_01,4,12,9999.9,9999.9,795.0,bet placed
2017-02-05_1_01,10,4,9999.9,8276.6,571.0,bet placed
2017-02-05_1_01,12,4,9999.9,9999.9,795.0,bet placed
2017-02-05_1_03,1,12,9999.9,8624.8,293.7,bet placed
2017-02-10_3_01,2,7,9999.9,9999.9,1609.7,bet placed
2017-02-10_3_01,2,11,9999.9,9999.9,504.5,bet placed
2017-02-10_3_01,2,12,9999.9,9999.9,685.5,bet placed
2017-02-10_3_01,4,12,9999.9,3260.8,300.4,bet placed
2017-02-10_3_01,5,7,9999.9,4333.1,201.8,bet placed
2017-02-10_3_01,5,12,9999.9,4407.1,195.7,bet placed
2017-02-10_3_01,6,2,9999.9,7017.8,1030.7,bet placed
2017-02-10_3_01,6,7,9999.9,9999.9,109.9,bet placed
2017-02-10_3_01,6,11,9999.9,7336.8,354.6,bet placed
2017-02-10_3_01,6,12,9999.9,9932.9,451.9,bet placed
2017-02-10_3_01,7,2,9999.9,9999.9,1609.7,bet placed
2017-02-10_3_01,7,6,9999.9,9999.9,109.9,bet placed
2017-02-10_3_01,7,11,9999.9,9999.9,837.8,bet placed
2017-02-10_3_01,7,12,9999.9,9999.9,1418.5,bet placed
2017-02-10_3_01,8,2,9999.9,7378.7,682.2,bet placed
2017-02-10_3_01,8,11,9999.9,5063.8,160.8,bet placed
2017-02-10_3_01,8,12,9999.9,4452.7,394.7,bet placed
2017-02-10_3_01,9,12,9999.9,1367.9,127.8,bet placed
2017-02-10_3_01,11,2,9999.9,9999.9,504.5,bet placed
2017-02-10_3_01,11,7,9999.9,9999.9,837.8,bet placed
2017-02-10_3_01,11,12,9999.9,9999.9,388.3,bet placed
