race_id,year,meet,race_no,n_registered,size_band,horse_nums_consecutive,n_keys_3bc,n_keys_3both,cancel_notice,has_cancel_dash,theta_cells_base,theta_cells_all,has_theta_base,has_theta_all,in_year_stratum
2016-07-10_3_04,2016,3,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,31,0,1,1
2016-07-10_3_05,2016,3,5,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-07-10_3_06,2016,3,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,209,0,1,1
2016-07-15_2_01,2016,2,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,5,0,1,1
2016-07-15_2_02,2016,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,140,0,1,1
2016-07-15_2_03,2016,2,3,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-07-15_2_04,2016,2,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,58,0,1,1
2016-07-15_2_05,2016,2,5,7,le7,1,7,7,영주산,1,0,0,0,0,1
2016-07-15_2_06,2016,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,96,0,1,1
2016-07-15_2_07,2016,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,21,0,1,1
2016-07-15_2_08,2016,2,8,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-07-15_3_01,2016,3,1,12,ge11,1,12,12,취소마가 없습니다.,0,6,724,1,1,1
2016-07-15_3_02,2016,3,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,21,0,1,1
2016-07-15_3_03,2016,3,3,9,8to10,1,9,9,취소마가 없습니다.,0,0,28,0,1,1
2016-07-15_3_04,2016,3,4,9,8to10,1,9,9,취소마가 없습니다.,0,0,27,0,1,1
2016-07-15_3_05,2016,3,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,456,0,1,1
2016-07-15_3_06,2016,3,6,9,8to10,1,9,9,취소마가 없습니다.,0,0,5,0,1,1
2016-07-15_3_07,2016,3,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,577,0,1,1
2016-07-15_3_08,2016,3,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,473,0,1,1
2016-07-15_3_09,2016,3,9,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-07-15_3_10,2016,3,10,9,8to10,1,9,9,취소마가 없습니다.,0,0,39,0,1,1
2016-07-16_1_01,2016,1,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,392,0,1,1
2016-07-16_1_02,2016,1,2,12,ge11,1,12,12,취소마가 없습니다.,0,10,962,1,1,1
2016-07-16_1_03,2016,1,3,12,ge11,1,12,12,취소마가 없습니다.,0,2,806,1,1,1
2016-07-16_1_04,2016,1,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,176,0,1,1
2016-07-16_1_05,2016,1,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,353,0,1,1
2016-07-16_1_06,2016,1,6,9,8to10,1,9,9,취소마가 없습니다.,0,0,78,0,1,1
2016-07-16_1_07,2016,1,7,9,8to10,1,9,9,취소마가 없습니다.,0,0,66,0,1,1
2016-07-16_1_08,2016,1,8,11,ge11,1,11,11,취소마가 없습니다.,0,0,157,0,1,1
2016-07-16_1_09,2016,1,9,9,8to10,1,9,9,취소마가 없습니다.,0,0,25,0,1,1
2016-07-16_1_10,2016,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,268,0,1,1
2016-07-16_1_11,2016,1,11,12,ge11,1,12,12,취소마가 없습니다.,0,0,153,0,1,1
2016-07-16_1_12,2016,1,12,12,ge11,1,12,12,취소마가 없습니다.,0,1,647,1,1,1
2016-07-16_2_01,2016,2,1,7,le7,1,7,7,사랑가득,1,0,0,0,0,1
2016-07-16_2_02,2016,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,110,0,1,1
2016-07-16_2_03,2016,2,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,496,0,1,1
2016-07-16_2_04,2016,2,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,151,0,1,1
2016-07-16_2_05,2016,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,1,41,1,1,1
2016-07-16_2_06,2016,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,8,0,1,1
2016-07-16_2_07,2016,2,7,8,8to10,1,8,8,취소마가 없습니다.,0,0,12,0,1,1
2016-07-16_2_08,2016,2,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,10,0,1,1
2016-07-17_1_01,2016,1,1,12,ge11,1,12,12,취소마가 없습니다.,0,2,679,1,1,1
2016-07-17_1_02,2016,1,2,11,ge11,1,11,11,취소마가 없습니다.,0,0,460,0,1,1
2016-07-17_1_03,2016,1,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,253,0,1,1
2016-07-17_1_04,2016,1,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,259,0,1,1
2016-07-17_1_05,2016,1,5,9,8to10,1,9,9,취소마가 없습니다.,0,0,105,0,1,1
2016-07-17_1_06,2016,1,6,8,8to10,1,8,8,취소마가 없습니다.,0,0,37,0,1,1
2016-07-17_1_07,2016,1,7,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-07-17_1_08,2016,1,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,406,0,1,1
2016-07-17_1_09,2016,1,9,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-07-17_1_10,2016,1,10,9,8to10,1,9,9,취소마가 없습니다.,0,0,24,0,1,1
2016-07-17_3_01,2016,3,1,12,ge11,1,12,12,취소마가 없습니다.,0,0,506,0,1,1
2016-07-17_3_02,2016,3,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,5,0,1,1
2016-07-17_3_03,2016,3,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,142,0,1,1
2016-07-17_3_04,2016,3,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,450,0,1,1
2016-07-17_3_05,2016,3,5,12,ge11,1,12,12,해운대기상,1,0,316,0,1,1
2016-07-17_3_06,2016,3,6,12,ge11,1,12,12,리브잇투미,1,0,248,0,1,1
2016-07-22_2_01,2016,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,70,0,1,1
2016-07-22_2_02,2016,2,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,1,0,1,1
2016-07-22_2_03,2016,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,27,0,1,1
2016-07-22_2_04,2016,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,363,0,1,1
2016-07-22_2_05,2016,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,3,437,1,1,1
2016-07-22_2_06,2016,2,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,103,0,1,1
2016-07-22_2_07,2016,2,7,9,8to10,1,9,9,취소마가 없습니다.,0,0,39,0,1,1
2016-07-22_2_08,2016,2,8,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-07-22_2_09,2016,2,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,42,0,1,1
2016-07-22_3_01,2016,3,1,12,ge11,1,12,12,취소마가 없습니다.,0,0,703,0,1,1
2016-07-22_3_02,2016,3,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,608,0,1,1
2016-07-22_3_03,2016,3,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,257,0,1,1
2016-07-22_3_04,2016,3,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,374,0,1,1
2016-07-22_3_05,2016,3,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,446,0,1,1
2016-07-22_3_06,2016,3,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,254,0,1,1
2016-07-22_3_07,2016,3,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,242,0,1,1
2016-07-22_3_08,2016,3,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,323,0,1,1
2016-07-22_3_09,2016,3,9,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-07-22_3_10,2016,3,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,597,0,1,1
2016-07-23_1_01,2016,1,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,133,0,1,1
2016-07-23_1_02,2016,1,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,798,0,1,1
2016-07-23_1_03,2016,1,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,239,0,1,1
2016-07-23_1_04,2016,1,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,210,0,1,1
2016-07-23_1_05,2016,1,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,4,0,1,1
2016-07-23_1_06,2016,1,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,125,0,1,1
2016-07-23_1_07,2016,1,7,9,8to10,1,9,9,취소마가 없습니다.,0,0,30,0,1,1
2016-07-23_1_08,2016,1,8,9,8to10,1,9,9,취소마가 없습니다.,0,0,54,0,1,1
2016-07-23_1_09,2016,1,9,11,ge11,1,11,11,취소마가 없습니다.,0,0,221,0,1,1
2016-07-23_1_10,2016,1,10,10,8to10,1,10,10,취소마가 없습니다.,0,0,115,0,1,1
2016-07-23_1_11,2016,1,11,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-07-23_1_12,2016,1,12,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2016-07-23_2_01,2016,2,1,7,le7,1,7,7,대풍작,1,0,0,0,0,1
2016-07-23_2_02,2016,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,89,0,1,1
2016-07-23_2_03,2016,2,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,158,0,1,1
2016-07-23_2_04,2016,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,25,0,1,1
2016-07-23_2_05,2016,2,5,8,8to10,1,8,8,취소마가 없습니다.,0,0,1,0,1,1
2016-07-23_2_06,2016,2,6,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-07-23_2_07,2016,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,264,0,1,1
2016-07-23_2_08,2016,2,8,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-07-24_1_01,2016,1,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,32,0,1,1
2016-07-24_1_02,2016,1,2,11,ge11,1,11,11,취소마가 없습니다.,0,0,469,0,1,1
2016-07-24_1_03,2016,1,3,8,8to10,1,8,8,취소마가 없습니다.,0,0,27,0,1,1
2016-07-24_1_04,2016,1,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,165,0,1,1
2016-07-24_1_05,2016,1,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,49,0,1,1
2016-07-24_1_06,2016,1,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,144,0,1,1
2016-07-24_1_07,2016,1,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,238,0,1,1
2016-07-24_1_08,2016,1,8,8,8to10,1,8,8,취소마가 없습니다.,0,0,18,0,1,1
2016-07-24_1_09,2016,1,9,9,8to10,1,9,9,취소마가 없습니다.,0,0,32,0,1,1
2016-07-24_1_10,2016,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,306,0,1,1
2016-07-24_3_01,2016,3,1,12,ge11,1,12,12,취소마가 없습니다.,0,0,449,0,1,1
2016-07-24_3_02,2016,3,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,440,0,1,1
2016-07-24_3_03,2016,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,73,0,1,1
2016-07-24_3_04,2016,3,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-07-24_3_05,2016,3,5,15,ge11,1,15,15,취소마가 없습니다.,0,20,2453,1,1,1
2016-07-24_3_06,2016,3,6,8,8to10,1,8,8,취소마가 없습니다.,0,0,1,0,1,1
2016-07-29_2_01,2016,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,148,0,1,1
2016-07-29_2_02,2016,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,145,0,1,1
2016-07-29_2_03,2016,2,3,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-07-29_2_04,2016,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,318,0,1,1
2016-07-29_2_05,2016,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,221,0,1,1
2016-07-29_2_06,2016,2,6,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-07-29_2_07,2016,2,7,8,8to10,1,8,8,취소마가 없습니다.,0,0,82,0,1,1
2016-07-29_2_08,2016,2,8,9,8to10,1,9,9,취소마가 없습니다.,0,0,2,0,1,1
2016-07-29_2_09,2016,2,9,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-07-29_2_10,2016,2,10,10,8to10,1,10,10,취소마가 없습니다.,0,0,5,0,1,1
2016-07-29_2_11,2016,2,11,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2016-07-29_2_12,2016,2,12,11,ge11,1,11,11,취소마가 없습니다.,0,0,255,0,1,1
2016-07-29_2_13,2016,2,13,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2016-07-29_2_14,2016,2,14,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2016-07-30_1_01,2016,1,1,12,ge11,1,12,12,취소마가 없습니다.,0,1,855,1,1,1
2016-07-30_1_02,2016,1,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,278,0,1,1
2016-07-30_1_03,2016,1,3,12,ge11,1,12,12,취소마가 없습니다.,0,2,876,1,1,1
2016-07-30_1_04,2016,1,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,340,0,1,1
2016-07-30_1_05,2016,1,5,12,ge11,1,12,12,골드삭스,1,1,525,1,1,1
2016-07-30_1_06,2016,1,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,537,0,1,1
2016-07-30_1_07,2016,1,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,106,0,1,1
2016-07-30_1_08,2016,1,8,12,ge11,1,12,12,머니바다,1,0,339,0,1,1
2016-07-30_1_09,2016,1,9,11,ge11,1,11,11,취소마가 없습니다.,0,0,238,0,1,1
2016-07-30_1_10,2016,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,469,0,1,1
2016-07-30_2_01,2016,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,199,0,1,1
2016-07-30_2_02,2016,2,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,26,0,1,1
2016-07-30_2_03,2016,2,3,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-07-30_2_04,2016,2,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-07-30_2_05,2016,2,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,0,0,0,1
2016-07-30_2_06,2016,2,6,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-07-31_1_01,2016,1,1,12,ge11,1,12,12,엔드리스러브,1,0,239,0,1,1
2016-07-31_1_02,2016,1,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,514,0,1,1
2016-07-31_1_03,2016,1,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,645,0,1,1
2016-07-31_1_04,2016,1,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,623,0,1,1
2016-07-31_1_05,2016,1,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,362,0,1,1
2016-07-31_1_06,2016,1,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,297,0,1,1
2016-07-31_1_07,2016,1,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,290,0,1,1
2016-07-31_1_08,2016,1,8,12,ge11,1,12,12,취소마가 없습니다.,0,2,923,1,1,1
2016-07-31_1_09,2016,1,9,12,ge11,1,12,12,취소마가 없습니다.,0,0,579,0,1,1
2016-07-31_1_10,2016,1,10,12,ge11,1,12,12,그리피스,1,0,150,0,1,1
2016-07-31_1_11,2016,1,11,12,ge11,1,12,12,위즈브라운,1,0,416,0,1,1
2016-07-31_1_12,2016,1,12,12,ge11,1,12,12,취소마가 없습니다.,0,0,358,0,1,1
2016-07-31_1_13,2016,1,13,13,ge11,1,13,13,취소마가 없습니다.,0,3,1157,1,1,1
2016-07-31_1_14,2016,1,14,12,ge11,1,12,12,취소마가 없습니다.,0,0,686,0,1,1
2016-07-31_1_15,2016,1,15,8,8to10,1,8,8,취소마가 없습니다.,0,0,16,0,1,1
2016-08-05_2_01,2016,2,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,54,0,1,1
2016-08-05_2_02,2016,2,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,28,0,1,1
2016-08-05_2_03,2016,2,3,8,8to10,1,8,8,취소마가 없습니다.,0,0,33,0,1,1
2016-08-05_2_04,2016,2,4,8,8to10,1,8,8,사랑가득,1,0,8,0,1,1
2016-08-05_2_05,2016,2,5,9,8to10,1,9,9,취소마가 없습니다.,0,0,136,0,1,1
2016-08-05_2_06,2016,2,6,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-08-05_2_07,2016,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,35,0,1,1
2016-08-05_2_08,2016,2,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,137,0,1,1
2016-08-05_2_09,2016,2,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,98,0,1,1
2016-08-05_2_10,2016,2,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,395,0,1,1
2016-08-05_2_11,2016,2,11,10,8to10,1,10,10,취소마가 없습니다.,0,0,288,0,1,1
2016-08-05_2_12,2016,2,12,9,8to10,1,9,9,취소마가 없습니다.,0,0,10,0,1,1
2016-08-05_2_13,2016,2,13,10,8to10,1,10,10,취소마가 없습니다.,0,0,138,0,1,1
2016-08-05_2_14,2016,2,14,10,8to10,1,10,10,취소마가 없습니다.,0,0,73,0,1,1
2016-08-06_2_01,2016,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,112,0,1,1
2016-08-06_2_02,2016,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,294,0,1,1
2016-08-06_2_03,2016,2,3,8,8to10,1,8,8,취소마가 없습니다.,0,0,101,0,1,1
2016-08-06_2_04,2016,2,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,19,0,1,1
2016-08-06_2_05,2016,2,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,395,0,1,1
2016-08-06_2_06,2016,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,20,0,1,1
2016-08-06_2_07,2016,2,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,69,0,1,1
2016-08-06_2_08,2016,2,8,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-08-07_3_01,2016,3,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,69,0,1,1
2016-08-07_3_02,2016,3,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,289,0,1,1
2016-08-07_3_03,2016,3,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,345,0,1,1
2016-08-07_3_04,2016,3,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,487,0,1,1
2016-08-07_3_05,2016,3,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,465,0,1,1
2016-08-07_3_06,2016,3,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,374,0,1,1
2016-08-07_3_07,2016,3,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,148,0,1,1
2016-08-07_3_08,2016,3,8,9,8to10,1,9,9,취소마가 없습니다.,0,0,94,0,1,1
2016-08-07_3_09,2016,3,9,12,ge11,1,12,12,취소마가 없습니다.,0,0,482,0,1,1
2016-08-07_3_10,2016,3,10,11,ge11,1,11,11,커플,1,0,135,0,1,1
2016-08-07_3_11,2016,3,11,12,ge11,1,12,12,취소마가 없습니다.,0,0,685,0,1,1
2016-08-07_3_12,2016,3,12,9,8to10,1,9,9,취소마가 없습니다.,0,0,113,0,1,1
2016-08-07_3_13,2016,3,13,12,ge11,1,12,12,취소마가 없습니다.,0,0,350,0,1,1
2016-08-07_3_14,2016,3,14,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-08-07_3_15,2016,3,15,12,ge11,1,12,12,취소마가 없습니다.,0,0,362,0,1,1
2016-08-12_3_01,2016,3,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,86,0,1,1
2016-08-12_3_02,2016,3,2,11,ge11,1,11,11,취소마가 없습니다.,0,0,417,0,1,1
2016-08-12_3_03,2016,3,3,8,8to10,1,8,8,취소마가 없습니다.,0,0,26,0,1,1
2016-08-12_3_04,2016,3,4,7,le7,1,7,7,취소마가 없습니다.,0,0,21,0,1,1
2016-08-12_3_05,2016,3,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,180,0,1,1
2016-08-12_3_06,2016,3,6,8,8to10,1,8,8,취소마가 없습니다.,0,0,18,0,1,1
2016-08-12_3_07,2016,3,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,500,0,1,1
2016-08-12_3_08,2016,3,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,380,0,1,1
2016-08-12_3_09,2016,3,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,49,0,1,1
2016-08-12_3_10,2016,3,10,8,8to10,1,8,8,취소마가 없습니다.,0,0,21,0,1,1
2016-08-12_3_11,2016,3,11,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-08-12_3_12,2016,3,12,9,8to10,1,9,9,취소마가 없습니다.,0,0,30,0,1,1
2016-08-12_3_13,2016,3,13,12,ge11,1,12,12,취소마가 없습니다.,0,0,468,0,1,1
2016-08-12_3_14,2016,3,14,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-08-13_1_01,2016,1,1,12,ge11,1,12,12,취소마가 없습니다.,0,5,833,1,1,1
2016-08-13_1_02,2016,1,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,120,0,1,1
2016-08-13_1_03,2016,1,3,11,ge11,1,11,11,취소마가 없습니다.,1,0,186,0,1,1
2016-08-13_1_04,2016,1,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,70,0,1,1
2016-08-13_1_05,2016,1,5,9,8to10,1,9,9,취소마가 없습니다.,0,0,37,0,1,1
2016-08-13_1_06,2016,1,6,12,ge11,1,12,12,콰드리가,1,0,490,0,1,1
2016-08-13_1_07,2016,1,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,671,0,1,1
2016-08-13_1_08,2016,1,8,14,ge11,1,14,14,취소마가 없습니다.,0,8,1644,1,1,1
2016-08-13_1_09,2016,1,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,302,0,1,1
2016-08-13_1_10,2016,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,425,0,1,1
2016-08-13_1_11,2016,1,11,13,ge11,1,13,13,취소마가 없습니다.,0,0,802,0,1,1
2016-08-13_1_12,2016,1,12,10,8to10,1,10,10,취소마가 없습니다.,0,0,166,0,1,1
2016-08-13_1_13,2016,1,13,11,ge11,1,11,11,취소마가 없습니다.,0,0,220,0,1,1
2016-08-13_1_14,2016,1,14,12,ge11,1,12,12,취소마가 없습니다.,0,0,278,0,1,1
2016-08-13_1_15,2016,1,15,14,ge11,1,14,14,취소마가 없습니다.,0,3,1571,1,1,1
2016-08-14_1_01,2016,1,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,243,0,1,1
2016-08-14_1_02,2016,1,2,11,ge11,1,11,11,취소마가 없습니다.,0,0,311,0,1,1
2016-08-14_1_03,2016,1,3,9,8to10,1,9,9,취소마가 없습니다.,0,0,74,0,1,1
2016-08-14_1_04,2016,1,4,14,ge11,1,14,14,나이스앤굿,1,1,1048,1,1,1
2016-08-14_1_05,2016,1,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,520,0,1,1
2016-08-14_1_06,2016,1,6,12,ge11,1,12,12,킹플러키,1,0,443,0,1,1
2016-08-14_1_07,2016,1,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,158,0,1,1
2016-08-14_1_08,2016,1,8,13,ge11,1,13,13,취소마가 없습니다.,0,0,700,0,1,1
2016-08-14_1_09,2016,1,9,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-08-14_1_10,2016,1,10,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-08-14_1_11,2016,1,11,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-08-14_1_12,2016,1,12,12,ge11,1,12,12,취소마가 없습니다.,0,0,347,0,1,1
2016-08-14_3_01,2016,3,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,84,0,1,1
2016-08-14_3_02,2016,3,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,3,0,1,1
2016-08-14_3_03,2016,3,3,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-08-14_3_04,2016,3,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,410,0,1,1
2016-08-19_2_01,2016,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,160,0,1,1
2016-08-19_2_02,2016,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,59,0,1,1
2016-08-19_2_03,2016,2,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,463,0,1,1
2016-08-19_2_04,2016,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,260,0,1,1
2016-08-19_2_05,2016,2,5,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2016-08-19_2_06,2016,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,2,0,1,1
2016-08-19_2_07,2016,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,152,0,1,1
2016-08-19_2_08,2016,2,8,10,8to10,1,10,10,취소마가 없습니다.,0,2,55,1,1,1
2016-08-19_2_09,2016,2,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,140,0,1,1
2016-08-19_3_01,2016,3,1,8,8to10,1,8,8,세기강자,1,0,14,0,1,1
2016-08-19_3_02,2016,3,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,170,0,1,1
2016-08-19_3_03,2016,3,3,8,8to10,1,8,8,취소마가 없습니다.,0,0,72,0,1,1
2016-08-19_3_04,2016,3,4,9,8to10,1,9,9,취소마가 없습니다.,0,0,41,0,1,1
2016-08-19_3_05,2016,3,5,9,8to10,1,9,9,취소마가 없습니다.,0,0,189,0,1,1
2016-08-19_3_06,2016,3,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,94,0,1,1
2016-08-19_3_07,2016,3,7,9,8to10,1,9,9,취소마가 없습니다.,0,0,26,0,1,1
2016-08-19_3_08,2016,3,8,8,8to10,1,8,8,취소마가 없습니다.,0,0,3,0,1,1
2016-08-19_3_09,2016,3,9,8,8to10,1,8,8,우승번쩍,1,0,0,0,0,1
2016-08-19_3_10,2016,3,10,11,ge11,1,11,11,취소마가 없습니다.,0,0,355,0,1,1
2016-08-19_3_11,2016,3,11,12,ge11,1,12,12,취소마가 없습니다.,0,0,550,0,1,1
2016-08-20_1_01,2016,1,1,11,ge11,1,11,11,취소마가 없습니다.,0,2,638,1,1,1
2016-08-20_1_02,2016,1,2,11,ge11,1,11,11,굿하트,1,0,178,0,1,1
2016-08-20_1_03,2016,1,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,860,0,1,1
2016-08-20_1_04,2016,1,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,328,0,1,1
2016-08-20_1_05,2016,1,5,12,ge11,1,12,12,취소마가 없습니다.,0,4,751,1,1,1
